,province,sex,master_channel,newsletter,registration_payment,use_pickup_point,churned_1_month,email_domain,with_promotion,is_lead,reg_year,days_from_first_click,age,box_satisfaction,reg_month
1715,p1,0,a,1.0,10.99,0.0,0,hc,1,1,2017,0.0,18.0,157.24,b
1716,p1,1,gb,1.0,2.99,0.0,0,hc,1,1,2017,1.25,28.5,157.24,b
1717,p5,0,e,0.0,10.99,0.0,0,other,1,1,2017,0.0,24.0,157.24,b
1718,p11,1,a,1.0,10.99,0.0,0,gc,1,1,2017,0.0,10.0,157.24,b
1719,p4,0,a,1.0,10.99,0.0,0,hc,1,0,2017,0.0,14.5,157.24,b
1720,p4,1,s,1.0,10.99,0.0,0,hc,1,1,2017,1.25,18.0,157.24,b
1721,p2,0,a,1.0,10.99,0.0,1,other,1,0,2017,0.0,28.0,157.24,b
1722,p6,0,s,1.0,10.99,0.0,0,gc,1,1,2017,0.0,19.0,157.24,b
1723,p5,1,f,1.0,20.99,0.0,1,ye,0,1,2017,3.0,17.5,157.24,b
1724,p3,1,g,1.0,0.0,0.0,1,gc,0,1,2017,0.0,17.5,157.24,b
1725,p2,0,f,1.0,10.99,0.0,0,gc,1,0,2017,7.0,12.5,157.24,b
1726,p5,1,ps,1.0,10.99,0.0,1,ye,1,1,2017,0.0,20.5,157.24,b
1727,p3,1,f,1.0,10.99,0.0,1,hc,1,0,2017,0.0,12.0,157.24,b
1728,p14,1,f,1.0,10.99,0.0,1,gc,1,0,2017,0.0,18.5,157.24,b
1729,p8,0,a,1.0,10.99,0.0,1,other,1,1,2017,0.0,10.0,157.24,b
1730,p4,0,s,1.0,10.99,0.0,1,hc,1,1,2017,0.0,15.5,157.24,b
1731,p1,1,f,1.0,10.99,0.0,0,gc,1,1,2017,0.0,20.5,157.24,b
1732,p2,0,s,1.0,10.99,0.0,0,gc,1,1,2017,0.0,11.5,157.24,b
1733,p9,1,gb,1.0,2.99,0.0,1,hc,1,0,2017,0.0,13.0,157.24,b
1734,p1,0,f,1.0,10.99,0.0,1,gc,1,1,2017,0.0,18.0,157.24,b
1735,p8,0,f,1.0,10.99,0.0,1,gc,1,1,2017,0.0,18.0,157.24,b
1736,p5,0,a,1.0,10.99,0.0,1,hc,1,1,2017,0.0,14.5,157.24,b
1737,p2,0,d,1.0,10.99,0.0,1,gc,1,0,2017,0.0,14.0,157.24,b
1738,p4,0,a,1.0,10.99,0.0,1,oe,1,0,2017,0.0,17.0,157.24,b
1739,p3,0,s,1.0,10.99,0.0,0,hc,1,1,2017,0.0,16.5,157.24,b
1740,p6,1,d,1.0,10.99,0.0,1,hc,1,0,2017,0.0,17.5,157.24,b
1741,p2,0,e,1.0,10.99,0.0,1,gc,1,1,2017,0.0,16.5,157.24,b
1742,p4,0,f,1.0,10.99,0.0,1,ye,1,1,2017,0.0,13.5,157.24,b
1743,p3,1,ep,1.0,10.99,0.0,0,hc,1,1,2017,0.0,15.5,157.24,b
1744,p5,1,f,1.0,10.99,0.0,1,gc,1,0,2017,0.0,18.5,157.24,b
1745,p11,0,ps,1.0,10.99,0.0,1,ic,1,1,2017,0.0,20.5,157.24,b
1746,p12,1,d,1.0,20.99,0.0,1,other,0,0,2017,0.0,18.0,157.24,b
1747,p5,0,f,1.0,10.99,0.0,1,gc,1,0,2017,0.0,13.0,157.24,b
1748,p5,0,de,1.0,10.99,0.0,0,gc,1,1,2017,0.0,16.0,157.24,b
1749,p2,0,de,1.0,10.99,0.0,0,gc,1,1,2017,0.0,13.0,157.24,b
1750,p3,0,ep,1.0,10.99,0.0,1,other,1,1,2017,0.0,16.5,157.24,b
1751,p11,0,ps,1.0,10.99,0.0,0,other,1,1,2017,0.0,14.5,157.24,b
1752,p1,0,ep,1.0,10.99,0.0,0,he,1,1,2017,0.25,11.5,157.24,b
1753,p4,0,f,1.0,10.99,0.0,1,other,1,1,2017,0.0,17.5,157.24,b
1754,p2,1,ps,1.0,10.99,0.0,0,gc,1,1,2017,30.0,23.0,157.24,b
1755,p7,0,ep,1.0,10.99,0.0,1,hc,1,1,2017,0.0,16.0,157.24,b
1756,p10,1,a,1.0,10.99,0.0,1,mc,1,0,2017,0.0,24.0,157.24,b
1757,p1,0,s,1.0,10.99,0.0,1,hc,1,1,2017,0.0,14.0,157.24,b
1758,p5,0,s,1.0,10.99,0.0,0,gc,1,1,2017,0.0,14.0,157.24,b
1759,p4,0,a,1.0,20.99,0.0,1,gc,0,0,2017,0.0,15.0,157.24,b
1760,p1,0,f,1.0,10.99,0.0,0,gc,1,1,2017,0.0,14.0,157.24,b
1761,p1,0,g,1.0,0.0,0.0,1,hc,0,1,2017,0.0,15.5,157.24,b
1762,p2,0,f,1.0,10.99,0.0,1,gc,1,1,2017,6.75,14.0,157.24,b
1763,p8,0,s,1.0,10.99,0.0,0,gc,1,1,2017,0.0,15.5,157.24,b
1764,p3,1,f,0.0,10.99,0.0,0,ye,1,0,2017,0.25,26.0,157.24,b
1765,p4,0,ep,1.0,10.99,0.0,1,gc,1,1,2017,0.0,15.0,157.24,b
1766,p3,0,g,1.0,0.0,0.0,1,oc,0,0,2017,0.0,33.5,157.24,b
1767,p7,0,a,1.0,10.99,0.0,1,gc,1,1,2017,0.0,9.5,157.24,b
1768,p4,0,a,0.0,10.99,0.0,0,gc,1,1,2017,0.0,12.0,157.24,b
1769,p3,0,a,1.0,10.99,0.0,1,gc,1,0,2017,0.0,18.0,157.24,b
1770,p2,0,a,1.0,10.99,0.0,1,gc,1,1,2017,0.0,18.5,157.24,b
1771,p2,0,a,1.0,10.99,0.0,1,gc,1,0,2017,0.0,23.5,157.24,b
1772,p2,0,ps,1.0,10.99,0.0,0,hc,1,1,2017,0.0,14.0,157.24,b
1773,p12,0,ps,1.0,10.99,0.0,0,gc,1,1,2017,0.0,21.0,157.24,b
1774,p4,0,other,0.0,10.99,0.0,0,gc,1,0,2017,2.75,17.5,157.24,b
1775,p13,0,d,1.0,10.99,0.0,0,hc,1,0,2017,0.25,23.5,157.24,b
1776,p3,0,ep,1.0,10.99,0.0,0,hc,1,1,2017,0.25,16.5,157.24,b
1777,p10,0,b,1.0,10.99,0.0,0,gc,1,1,2017,0.0,12.0,157.24,b
1778,p6,1,e,1.0,10.99,0.0,1,hc,1,1,2017,0.0,10.5,157.24,b
1779,p1,1,e,1.0,10.99,0.0,1,gc,1,1,2017,0.0,13.5,157.24,b
1780,p2,0,e,1.0,10.99,0.0,1,ye,1,1,2017,0.0,21.5,157.24,b
1781,p1,1,d,1.0,10.99,0.0,1,gc,1,1,2017,0.0,16.0,157.24,b
1782,p6,0,a,1.0,10.99,0.0,1,yc,1,1,2017,0.0,16.5,157.24,b
1783,p2,0,e,1.0,10.99,0.0,1,gc,1,0,2017,0.0,15.5,157.24,b
1784,p4,0,ps,1.0,10.99,0.0,0,gc,1,1,2017,5.5,15.0,157.24,b
1785,p5,1,f,1.0,10.99,0.0,1,gc,1,1,2017,0.0,24.5,157.24,b
1786,p8,0,s,1.0,10.99,0.0,1,hc,1,1,2017,0.25,19.5,157.24,b
1787,p1,0,ep,1.0,10.99,0.0,1,hc,1,1,2017,0.0,17.5,157.24,b
1788,p6,1,f,1.0,10.99,0.0,1,gc,1,0,2017,0.0,13.0,157.24,b
1789,p1,0,s,1.0,10.99,0.0,1,gc,1,1,2017,0.25,19.5,157.24,b
1790,p1,1,ps,1.0,10.99,0.0,0,gc,1,1,2017,0.0,14.0,157.24,b
1791,p1,0,s,1.0,10.99,0.0,1,hc,1,1,2017,0.5,12.0,157.24,b
1792,p3,0,a,1.0,10.99,0.0,1,gc,1,1,2017,0.0,16.0,157.24,b
1793,p6,1,gb,1.0,2.99,0.0,1,hc,1,1,2017,4.25,17.5,157.24,b
1794,p2,0,de,1.0,10.99,0.0,1,hc,1,1,2017,0.0,16.5,157.24,b
1795,p3,0,s,1.0,10.99,0.0,1,hc,1,1,2017,0.0,16.0,157.24,b
1796,p3,0,ps,1.0,10.99,0.0,1,gc,1,1,2017,0.0,23.0,157.24,b
1797,p12,1,f,1.0,10.99,0.0,0,hc,1,0,2017,0.0,15.5,157.24,b
1798,p9,1,gb,1.0,2.99,0.0,0,gc,1,1,2017,0.0,19.5,157.24,b
1799,p4,0,e,1.0,10.99,0.0,0,gc,1,1,2017,0.0,10.5,157.24,b
1800,p8,0,a,1.0,10.99,0.0,1,he,1,1,2017,0.0,28.0,157.24,b
1801,p5,0,f,1.0,10.99,0.0,1,hc,1,0,2017,0.0,18.5,157.24,b
1802,p6,0,e,1.0,10.99,0.0,0,hc,1,1,2017,0.0,16.0,157.24,b
1803,p3,0,s,0.0,10.99,0.0,0,hc,1,1,2017,0.0,26.0,157.24,b
1804,p1,0,f,1.0,10.99,0.0,1,gc,1,0,2017,0.0,12.5,157.24,b
1805,p5,1,ps,1.0,10.99,0.0,1,hc,1,1,2017,0.0,16.0,157.24,b
1806,p1,0,d,1.0,10.99,0.0,1,gc,1,0,2017,0.0,15.5,157.24,b
1807,p4,0,gb,1.0,2.99,0.0,1,gc,1,0,2017,2.0,12.0,157.24,b
1808,p2,1,d,1.0,10.99,0.0,0,gc,1,1,2017,0.0,18.5,157.24,b
1809,p3,0,d,1.0,10.99,0.0,1,gc,1,0,2017,0.0,14.0,157.24,b
1810,p1,1,gb,1.0,2.99,0.0,1,he,1,0,2017,0.0,12.5,157.24,b
1811,p7,0,a,1.0,10.99,0.0,1,gc,1,1,2017,0.0,22.5,157.24,b
1812,p2,0,f,1.0,10.99,0.0,0,gc,1,1,2017,0.0,10.5,157.24,b
1813,p14,0,ps,1.0,10.99,0.0,1,gc,1,1,2017,7.0,12.5,157.24,b
1814,p12,0,s,1.0,10.99,0.0,0,hc,1,1,2017,0.25,20.5,157.24,b
1815,p1,1,s,1.0,10.99,0.0,0,hc,1,0,2017,0.5,14.5,157.24,b
1816,p8,0,ps,1.0,10.99,0.0,0,hc,1,1,2017,0.25,22.0,157.24,b
1817,p7,1,f,1.0,10.99,0.0,1,hc,1,1,2017,0.0,18.0,157.24,b
1818,p1,1,d,1.0,20.99,0.0,0,other,0,0,2017,0.0,15.0,157.24,b
1819,p3,0,e,1.0,10.99,0.0,0,other,1,1,2017,4.25,21.5,157.24,b
1820,p4,0,a,0.0,10.99,0.0,0,gc,1,1,2017,0.0,20.0,157.24,b
1821,p2,1,gb,1.0,2.99,0.0,0,hc,1,0,2017,0.0,21.5,157.24,b
1822,p3,0,a,1.0,10.99,0.0,1,gc,1,0,2017,0.0,13.5,157.24,b
1823,p3,1,a,1.0,10.99,0.0,0,he,1,0,2017,0.25,13.5,157.24,b
1824,p1,1,s,1.0,10.99,0.0,0,gc,1,1,2017,0.0,15.5,157.24,b
1825,p7,0,s,1.0,10.99,0.0,1,hc,1,1,2017,0.0,18.0,157.24,b
1826,p3,0,a,1.0,10.99,0.0,0,hc,1,0,2017,1.75,24.5,157.24,b
1827,p2,0,a,1.0,10.99,0.0,0,hc,1,1,2017,75.25,13.5,157.24,b
1828,p3,0,de,1.0,10.99,0.0,1,gc,1,1,2017,0.0,11.5,157.24,b
1829,p1,0,f,1.0,10.99,0.0,1,gc,1,1,2017,0.0,13.0,157.24,b
1830,p5,0,a,1.0,10.99,0.0,1,he,1,1,2017,0.0,12.0,157.24,b
1831,p3,0,s,1.0,10.99,0.0,1,gc,1,1,2017,0.0,11.0,157.24,b
1832,p9,0,f,1.0,10.99,0.0,1,gc,1,1,2017,0.0,27.0,157.24,b
1833,p4,1,a,1.0,10.99,0.0,1,hc,1,1,2017,0.0,21.5,157.24,b
1834,p4,1,gb,1.0,2.99,0.0,1,gc,1,1,2017,0.0,25.5,157.24,b
1835,p2,0,a,1.0,10.99,0.0,0,gc,1,1,2017,0.0,15.5,157.24,b
1836,p5,0,e,1.0,10.99,0.0,0,gc,1,1,2017,0.0,16.0,157.24,b
1837,p7,0,f,1.0,10.99,0.0,1,hc,1,0,2017,1.5,10.5,157.24,b
1838,p2,0,f,1.0,10.99,0.0,1,ge,1,0,2017,0.0,12.5,157.24,b
1839,p2,0,s,1.0,10.99,0.0,1,other,1,1,2017,0.0,15.5,157.24,b
1840,p4,0,gb,1.0,2.99,0.0,1,gc,1,0,2017,0.0,12.5,157.24,b
1841,p9,1,a,1.0,10.99,0.0,1,gc,1,1,2017,0.25,10.5,157.24,b
1842,p4,0,s,1.0,10.99,0.0,1,oe,1,1,2017,0.25,12.5,157.24,b
1843,p1,0,a,1.0,10.99,0.0,1,hc,1,0,2017,10.75,14.5,157.24,b
1844,p12,0,f,1.0,10.99,0.0,1,gc,1,0,2017,0.0,24.5,157.24,b
1845,p1,0,f,1.0,10.99,0.0,1,gc,1,0,2017,0.0,13.5,157.24,b
1846,p4,0,f,1.0,10.99,0.0,1,hc,1,0,2017,0.0,23.0,157.24,b
1847,p3,0,s,1.0,10.99,0.0,0,he,1,1,2017,0.0,24.0,157.24,b
1848,p2,0,d,1.0,10.99,0.0,0,hc,1,1,2017,0.0,20.5,157.24,b
1849,p4,0,a,1.0,10.99,0.0,1,gc,1,1,2017,1.25,12.0,157.24,b
1850,p14,0,d,1.0,10.99,0.0,1,hc,1,1,2017,6.25,13.5,157.24,b
1851,p3,0,de,1.0,10.99,0.0,0,hc,1,0,2017,0.0,12.5,157.24,b
1852,p6,0,e,1.0,10.99,0.0,1,hc,1,1,2017,0.0,16.0,157.24,b
1853,p11,0,e,1.0,10.99,0.0,1,hc,1,1,2017,0.0,11.0,157.24,b
1854,p3,0,e,0.0,10.99,0.0,0,gc,1,1,2017,1.25,26.0,157.24,b
1855,p2,0,f,1.0,10.99,0.0,1,hc,1,1,2017,0.0,13.0,157.24,b
1856,p2,0,f,1.0,10.99,0.0,1,gc,1,0,2017,0.0,23.0,157.24,b
1857,p10,0,d,1.0,20.99,0.0,1,gc,0,1,2017,21.5,15.5,157.24,b
1858,p11,0,s,1.0,10.99,0.0,0,hc,1,1,2017,0.0,14.5,157.24,b
1859,p4,0,a,1.0,10.99,0.0,1,other,1,0,2017,0.0,23.5,157.24,b
1860,p7,1,ep,1.0,10.99,0.0,1,gc,1,1,2017,0.0,19.0,157.24,b
1861,p6,0,de,1.0,10.99,0.0,0,gc,1,1,2017,0.0,13.0,157.24,b
1862,p6,0,f,1.0,10.99,0.0,1,other,1,0,2017,0.0,14.0,157.24,b
1863,p1,1,a,1.0,10.99,0.0,1,gc,1,0,2017,0.0,16.5,157.24,b
1864,p2,0,ps,1.0,10.99,0.0,1,ye,1,1,2017,2.25,12.5,157.24,b
1865,p1,0,f,1.0,10.99,0.0,0,hc,1,0,2017,0.0,14.5,157.24,b
1866,p7,0,a,1.0,10.99,0.0,0,gc,1,1,2017,0.0,12.5,157.24,b
1867,p1,0,ps,1.0,10.99,0.0,0,gc,1,1,2017,0.0,14.0,157.24,b
1868,p2,1,gb,0.0,2.99,0.0,0,ye,1,0,2017,0.25,24.0,157.24,b
1869,p2,0,s,1.0,10.99,0.0,0,gc,1,1,2017,0.0,15.5,157.24,b
1870,p6,1,d,1.0,10.99,0.0,0,gc,1,1,2017,0.0,17.5,157.24,b
1871,p2,0,ep,1.0,10.99,0.0,0,hc,1,1,2017,0.0,21.0,157.24,b
1872,p2,0,ep,1.0,10.99,0.0,0,other,1,1,2017,0.0,15.5,157.24,b
1873,p2,0,ep,1.0,20.99,0.0,0,hc,0,1,2017,0.0,23.0,157.24,b
1874,p3,0,a,1.0,10.99,0.0,0,hc,1,0,2017,0.0,17.5,157.24,b
1875,p1,0,f,1.0,10.99,0.0,1,gc,1,0,2017,0.0,26.5,157.24,b
1876,p3,0,ep,1.0,10.99,0.0,0,hc,1,1,2017,0.0,13.0,157.24,b
1877,p2,0,gb,1.0,2.99,1.0,0,yc,1,0,2017,0.75,24.0,157.24,b
1878,p6,0,e,1.0,20.99,0.0,1,gc,0,1,2017,0.0,17.0,157.24,b
1879,p9,1,f,1.0,10.99,0.0,1,hc,1,0,2017,0.0,11.5,157.24,b
1880,p1,0,e,1.0,10.99,0.0,0,hc,1,1,2017,0.0,18.0,157.24,b
1881,p2,0,ps,1.0,10.99,0.0,0,gc,1,1,2017,0.0,20.0,157.24,b
1882,p3,0,d,1.0,10.99,0.0,0,gc,1,1,2017,0.0,11.5,157.24,b
1883,p3,0,e,1.0,10.99,0.0,0,hc,1,1,2017,0.0,22.0,157.24,b
1884,p4,0,ep,1.0,10.99,0.0,0,hc,1,1,2017,0.0,21.5,157.24,b
1885,p1,1,f,1.0,10.99,0.0,1,ge,1,0,2017,0.0,15.0,157.24,b
1886,p10,0,a,1.0,10.99,0.0,0,gc,1,0,2017,0.0,34.5,157.24,b
1887,p4,0,ep,1.0,10.99,0.0,0,gc,1,1,2017,0.0,14.0,157.24,b
1888,p10,0,f,1.0,10.99,0.0,1,hc,1,0,2017,0.0,18.0,157.24,b
1889,p2,0,ps,1.0,10.99,0.0,0,hc,1,1,2017,0.0,13.5,157.24,b
1890,p10,1,a,1.0,10.99,0.0,1,hc,1,1,2017,0.0,18.0,157.24,b
1891,p8,0,e,1.0,10.99,0.0,1,hc,1,1,2017,0.0,15.0,157.24,b
1892,p2,0,de,1.0,10.99,0.0,1,hc,1,1,2017,1.0,17.5,157.24,b
1893,p8,0,a,1.0,10.99,0.0,1,he,1,0,2017,0.0,10.5,157.24,b
1894,p1,0,a,1.0,10.99,0.0,1,gc,1,0,2017,8.75,13.0,157.24,b
1895,p2,0,f,1.0,10.99,0.0,1,hc,1,0,2017,0.0,15.5,157.24,b
1896,p2,1,ep,1.0,10.99,0.0,1,hc,1,1,2017,0.0,26.0,157.24,b
1897,p11,0,e,1.0,10.99,0.0,1,other,1,1,2017,0.0,21.0,157.24,b
1898,p9,0,ep,1.0,10.99,0.0,1,hc,1,1,2017,0.0,22.0,157.24,b
1899,p4,0,a,1.0,10.99,0.0,1,ae,1,0,2017,0.0,20.5,157.24,b
1900,p2,1,a,1.0,10.99,0.0,1,ae,1,0,2017,0.0,16.0,157.24,b
1901,p11,1,d,1.0,10.99,0.0,1,gc,1,0,2017,0.0,21.0,157.24,b
1902,p6,1,f,1.0,10.99,0.0,1,oe,1,0,2017,0.0,15.5,157.24,b
1903,p2,0,a,1.0,10.99,0.0,1,gc,1,0,2017,0.0,15.0,157.24,b
1904,p10,0,ep,1.0,10.99,0.0,1,hc,1,1,2017,0.0,17.0,157.24,b
1905,p5,1,d,1.0,10.99,0.0,1,gc,1,0,2017,0.0,27.5,157.24,b
1906,p2,0,ps,1.0,10.99,0.0,0,gc,1,1,2017,11.5,16.0,157.24,b
1907,p2,1,s,1.0,10.99,0.0,0,gc,1,0,2017,0.0,25.5,157.24,b
1908,p6,1,d,1.0,10.99,0.0,1,ge,1,1,2017,0.0,17.0,157.24,b
1909,p4,1,e,1.0,10.99,0.0,1,hc,1,1,2017,0.0,21.5,157.24,b
1910,p5,0,s,1.0,10.99,0.0,0,gc,1,1,2017,0.0,15.5,157.24,b
1911,p11,0,ep,1.0,10.99,0.0,0,he,1,1,2017,0.0,17.0,157.24,b
1912,p10,0,f,1.0,10.99,0.0,0,hc,1,1,2017,1.0,26.0,157.24,b
1913,p6,1,f,1.0,10.99,0.0,1,gc,1,0,2017,0.0,15.5,157.24,b
1914,p1,1,f,1.0,10.99,0.0,1,gc,1,0,2017,0.0,12.5,157.24,b
1915,p9,0,a,1.0,10.99,0.0,1,hc,1,1,2017,12.5,15.0,157.24,b
1916,p1,1,de,1.0,10.99,0.0,1,gc,1,1,2017,0.0,12.0,157.24,b
1917,p3,0,s,1.0,10.99,0.0,0,gc,1,1,2017,0.0,19.5,157.24,b
1918,p9,0,ep,1.0,10.99,0.0,0,hc,1,1,2017,0.0,23.0,157.24,b
1919,p5,0,s,1.0,10.99,0.0,1,gc,1,0,2017,0.25,21.5,157.24,b
1920,p3,1,a,1.0,10.99,0.0,1,gc,1,1,2017,0.0,16.0,157.24,b
1921,p9,0,f,1.0,10.99,0.0,0,hc,1,0,2017,0.0,22.5,157.24,b
1922,p1,1,d,1.0,10.99,0.0,1,gc,1,1,2017,0.0,16.0,157.24,b
1923,p2,0,f,1.0,10.99,0.0,1,gc,1,1,2017,0.0,16.0,157.24,b
1924,p2,0,gb,1.0,2.99,0.0,1,gc,1,1,2017,0.0,13.5,157.24,b
1925,p2,0,ps,1.0,10.99,0.0,0,hc,1,1,2017,0.0,33.5,157.24,b
1926,p4,1,d,1.0,10.99,0.0,0,gc,1,1,2017,0.0,20.5,157.24,b
1927,p5,0,a,1.0,10.99,0.0,0,gc,1,1,2017,0.0,26.5,157.24,b
1928,p3,1,f,1.0,10.99,0.0,0,hc,1,1,2017,0.0,23.0,157.24,b
1929,p14,0,a,1.0,10.99,0.0,1,hc,1,1,2017,0.0,17.0,157.24,b
1930,p4,0,ps,1.0,10.99,0.0,1,gc,1,1,2017,0.0,15.0,157.24,b
1931,p7,1,f,1.0,10.99,0.0,0,hc,1,0,2017,0.25,14.0,157.24,b
1932,p3,1,d,1.0,10.99,0.0,1,gc,1,0,2017,0.25,33.0,157.24,b
1933,p3,0,gb,1.0,2.99,0.0,1,other,1,1,2017,0.0,27.0,157.24,b
1934,p6,1,ep,1.0,10.99,0.0,0,hc,1,1,2017,0.0,15.5,157.24,b
1935,p1,0,ep,1.0,10.99,0.0,1,ge,1,1,2017,0.0,38.0,157.24,b
1936,p10,1,f,1.0,10.99,0.0,1,hc,1,1,2017,0.0,30.5,157.24,b
1937,p7,0,gb,1.0,2.99,0.0,1,gc,1,1,2017,0.0,11.5,157.24,b
1938,p13,0,de,1.0,10.99,0.0,0,gc,1,1,2017,0.0,14.5,157.24,b
1939,p4,1,f,1.0,10.99,0.0,0,hc,1,1,2017,0.0,16.5,157.24,b
1940,p1,1,f,1.0,10.99,0.0,1,gc,1,1,2017,0.0,21.5,157.24,b
1941,p3,1,d,1.0,10.99,0.0,0,other,1,0,2017,0.0,10.5,157.24,b
1942,p3,1,f,1.0,10.99,0.0,1,hc,1,1,2017,0.0,18.0,157.24,b
1943,p5,1,a,1.0,10.99,0.0,1,gc,1,1,2017,0.0,13.0,157.24,b
1944,p12,0,ps,1.0,10.99,0.0,1,gc,1,1,2017,4.5,13.5,157.24,b
1945,p3,0,d,0.0,20.99,0.0,0,hc,0,0,2017,0.0,13.0,157.24,b
1946,p1,0,f,1.0,10.99,0.0,1,hc,1,0,2017,84.5,12.5,157.24,b
1947,p9,0,ep,1.0,10.99,0.0,1,gc,1,0,2017,0.0,20.5,157.24,b
1948,p6,1,f,1.0,10.99,0.0,1,gc,1,0,2017,0.0,32.0,157.24,b
1949,p2,1,f,1.0,10.99,0.0,1,gc,1,0,2017,0.0,10.0,157.24,b
1950,p2,0,f,1.0,10.99,0.0,1,hc,1,0,2017,1.75,10.5,157.24,b
1951,p7,0,a,1.0,10.99,0.0,0,gc,1,0,2017,3.25,16.5,157.24,b
1952,p9,0,f,1.0,10.99,0.0,1,gc,1,0,2017,0.0,13.0,157.24,b
1953,p7,0,s,1.0,10.99,0.0,0,gc,1,1,2017,0.0,16.5,157.24,b
1954,p7,1,f,1.0,10.99,0.0,1,hc,1,1,2017,0.0,13.5,157.24,b
1955,p4,0,a,1.0,10.99,0.0,0,hc,1,0,2017,0.0,24.0,157.24,b
1956,p1,1,ps,1.0,10.99,0.0,1,hc,1,1,2017,5.0,27.0,159.18,c
1957,p6,1,d,1.0,10.99,0.0,1,oe,1,1,2017,0.0,12.0,159.18,c
1958,p11,0,s,1.0,10.99,0.0,0,gc,1,1,2017,0.0,19.5,159.18,c
1959,p1,0,ps,1.0,10.99,0.0,1,gc,1,1,2017,6.75,15.5,159.18,c
1960,p3,0,ps,1.0,10.99,0.0,0,ic,1,1,2017,0.0,11.5,159.18,c
1961,p4,0,f,1.0,10.99,0.0,1,hc,1,1,2017,0.0,20.0,159.18,c
1962,p14,1,f,1.0,10.99,0.0,1,gc,1,1,2017,1.25,17.5,159.18,c
1963,p10,0,ps,1.0,10.99,0.0,1,gc,1,1,2017,0.0,26.5,159.18,c
1964,p1,0,a,1.0,10.99,0.0,1,hc,1,0,2017,2.0,21.5,159.18,c
1965,p2,1,f,0.0,10.99,0.0,0,gc,1,0,2017,0.0,14.5,159.18,c
1966,p7,0,ep,1.0,10.99,0.0,1,hc,1,1,2017,0.25,21.0,159.18,c
1967,p1,1,s,1.0,10.99,0.0,0,hc,1,1,2017,0.0,16.0,159.18,c
1968,p14,0,a,1.0,10.99,0.0,0,hc,1,0,2017,0.0,23.0,159.18,c
1969,p1,0,f,1.0,10.99,0.0,1,other,1,1,2017,0.0,17.0,159.18,c
1970,p2,1,f,1.0,10.99,0.0,1,gc,1,0,2017,0.0,11.5,159.18,c
1971,p1,0,f,1.0,10.99,0.0,1,gc,1,1,2017,0.0,30.0,159.18,c
1972,p2,0,de,1.0,10.99,0.0,0,hc,1,1,2017,0.0,29.0,159.18,c
1973,p2,1,f,1.0,10.99,0.0,1,other,1,0,2017,0.0,17.0,159.18,c
1974,p2,0,a,1.0,10.99,0.0,1,other,1,1,2017,1.25,12.0,159.18,c
1975,p5,0,f,1.0,10.99,0.0,1,other,1,0,2017,0.0,17.0,159.18,c
1976,p4,1,a,1.0,10.99,0.0,1,hc,1,0,2017,0.0,30.5,159.18,c
1977,p9,0,de,1.0,10.99,0.0,0,gc,1,1,2017,0.0,12.0,159.18,c
1978,p2,0,ps,1.0,10.99,0.0,0,he,1,1,2017,1.25,12.5,159.18,c
1979,p3,0,a,1.0,10.99,0.0,1,hc,1,0,2017,0.0,14.5,159.18,c
1980,p7,0,ps,1.0,10.99,0.0,1,other,1,1,2017,0.0,15.0,159.18,c
1981,p2,0,ps,1.0,10.99,0.0,0,gc,1,1,2017,0.0,10.5,159.18,c
1982,p1,1,gb,1.0,2.99,0.0,0,hc,1,1,2017,4.75,14.5,159.18,c
1983,p2,0,de,1.0,10.99,0.0,1,gc,1,1,2017,0.0,15.5,159.18,c
1984,p4,1,a,1.0,10.99,0.0,1,oc,1,1,2017,0.0,16.0,159.18,c
1985,p5,0,f,1.0,10.99,0.0,1,other,1,1,2017,0.0,14.0,159.18,c
1986,p14,1,f,1.0,10.99,0.0,1,other,1,0,2017,0.0,19.5,159.18,c
1987,p11,1,d,1.0,10.99,0.0,0,gc,1,0,2017,0.0,15.5,159.18,c
1988,p2,1,a,1.0,10.99,0.0,1,gc,1,1,2017,0.0,14.0,159.18,c
1989,p4,0,a,1.0,10.99,0.0,1,gc,1,0,2017,1.75,10.5,159.18,c
1990,p3,1,ep,1.0,30.99,0.0,0,hc,0,1,2017,0.0,19.5,159.18,c
1991,p14,0,a,0.0,10.99,0.0,0,gc,1,0,2017,0.0,16.5,159.18,c
1992,p4,1,de,1.0,10.99,0.0,1,gc,1,1,2017,0.25,14.0,159.18,c
1993,p2,0,f,1.0,10.99,0.0,1,he,1,0,2017,0.25,10.0,159.18,c
1994,p6,0,a,1.0,10.99,0.0,1,gc,1,0,2017,0.25,9.5,159.18,c
1995,p9,0,a,1.0,10.99,0.0,1,mc,1,1,2017,0.25,14.5,159.18,c
1996,p4,0,s,1.0,10.99,0.0,1,hc,1,1,2017,0.0,13.0,159.18,c
1997,p2,0,f,1.0,10.99,0.0,0,gc,1,0,2017,0.0,10.0,159.18,c
1998,p12,0,de,1.0,10.99,0.0,0,hc,1,1,2017,0.5,14.5,159.18,c
1999,p1,1,f,1.0,10.99,0.0,1,hc,1,0,2017,0.0,27.0,159.18,c
2000,p1,0,f,1.0,10.99,0.0,1,gc,1,0,2017,0.0,33.0,159.18,c
2001,p1,0,f,1.0,10.99,0.0,1,gc,1,0,2017,0.0,21.5,159.18,c
2002,p1,0,f,1.0,10.99,0.0,1,gc,1,0,2017,0.0,21.0,159.18,c
2003,p3,0,a,1.0,10.99,0.0,0,gc,1,0,2017,0.0,12.0,159.18,c
