,province,sex,master_channel,newsletter,registration_payment,use_pickup_point,churned_1_month,email_domain,with_promotion,is_lead,reg_year,days_from_first_click,age,box_satisfaction,reg_month
14403,p11,0,s,1.0,10.99,0.0,1,hc,1,1,2018,1.25,11.0,152.58,e
14404,p11,0,f,1.0,10.99,0.0,0,gc,1,0,2018,0.0,14.5,152.58,e
14405,p1,0,gb,1.0,2.99,0.0,1,other,1,0,2018,0.0,17.5,152.58,e
14406,p5,0,f,1.0,10.99,0.0,0,gc,1,0,2018,0.0,17.5,152.58,e
14407,p3,1,gb,1.0,2.99,0.0,1,gc,1,0,2018,0.0,22.5,152.58,e
14408,p3,0,ps,1.0,20.99,0.0,0,gc,0,1,2018,0.0,17.5,152.58,e
14409,p3,0,s,1.0,10.99,0.0,1,hc,1,1,2018,0.0,20.5,152.58,e
14410,p4,0,ps,1.0,10.99,0.0,0,hc,1,1,2018,0.0,14.0,152.58,e
14411,p2,0,ep,1.0,10.99,0.0,0,other,1,1,2018,0.0,24.5,152.58,e
14412,p3,1,d,1.0,10.99,1.0,1,other,1,0,2018,0.0,26.5,152.58,e
14413,p7,0,f,1.0,10.99,0.0,1,hc,1,1,2018,0.0,17.0,152.58,e
14414,p1,1,a,1.0,10.99,0.0,0,gc,1,1,2018,0.0,13.5,152.58,e
14415,p8,1,ps,1.0,10.99,0.0,0,gc,1,1,2018,13.25,16.5,152.58,e
14416,p3,1,f,1.0,10.99,0.0,1,gc,1,1,2018,0.0,16.0,152.58,e
14417,p2,1,f,1.0,10.99,0.0,0,hc,1,1,2018,0.0,17.0,152.58,e
14418,p3,0,f,1.0,10.99,0.0,1,gc,1,0,2018,0.0,9.0,152.58,e
14419,p2,1,de,1.0,10.99,0.0,0,gc,1,1,2018,0.0,16.0,152.58,e
14420,p1,0,ps,1.0,10.99,0.0,0,hc,1,1,2018,0.0,18.0,152.58,e
14421,p2,0,e,1.0,10.99,0.0,1,he,1,1,2018,4.25,28.0,152.58,e
14422,p3,0,ps,1.0,10.99,0.0,0,hc,1,1,2018,0.0,23.0,152.58,e
14423,p10,0,ps,1.0,10.99,0.0,0,gc,1,0,2018,0.0,25.5,152.58,e
14424,p10,0,s,1.0,10.99,0.0,1,hc,1,1,2018,0.0,10.5,152.58,e
14425,p3,0,ps,1.0,10.99,0.0,0,gc,1,1,2018,0.0,10.0,152.58,e
14426,p2,0,a,1.0,10.99,0.0,1,hc,1,1,2018,3.25,16.0,152.58,e
14427,p3,0,f,1.0,10.99,0.0,0,gc,1,0,2018,0.0,11.5,152.58,e
14428,p3,1,f,0.0,10.99,0.0,0,other,1,1,2018,0.0,12.5,152.58,e
14429,p8,1,d,1.0,10.99,0.0,1,gc,1,0,2018,0.0,16.5,152.58,e
14430,p4,0,f,1.0,10.99,0.0,1,gc,1,0,2018,0.0,14.5,152.58,e
14431,p7,0,ps,0.0,10.99,0.0,0,hc,1,1,2018,0.0,14.5,152.58,e
14432,p4,0,ps,1.0,10.99,0.0,1,hc,1,1,2018,1.25,23.0,152.58,e
14433,p5,1,e,1.0,10.99,0.0,1,hc,1,1,2018,0.0,11.5,152.58,e
14434,p5,1,a,1.0,10.99,0.0,1,gc,1,1,2018,0.0,16.5,152.58,e
14435,p1,1,de,1.0,20.99,0.0,1,hc,0,1,2018,0.0,37.5,152.58,e
14436,p6,0,e,1.0,10.99,0.0,1,gc,1,1,2018,54.0,24.5,152.58,e
14437,p2,0,e,0.0,10.99,0.0,0,hc,1,1,2018,0.0,37.5,152.58,e
14438,p3,0,d,1.0,10.99,0.0,1,hc,1,0,2018,0.0,13.5,152.58,e
14439,p1,0,f,1.0,10.99,1.0,0,gc,1,0,2018,0.25,17.0,152.58,e
14440,p1,0,e,1.0,10.99,0.0,0,gc,1,1,2018,0.0,12.0,152.58,e
14441,p2,0,e,1.0,10.99,0.0,0,hc,1,1,2018,4.75,13.0,152.58,e
14442,p3,1,f,1.0,10.99,0.0,0,hc,1,0,2018,0.0,18.5,152.58,e
14443,p4,0,e,1.0,20.99,0.0,1,gc,0,1,2018,59.25,19.0,152.58,e
14444,p12,1,a,1.0,10.99,0.0,0,hc,1,0,2018,0.0,22.5,152.58,e
14446,p2,0,de,0.0,10.99,0.0,0,hc,1,1,2018,5.5,25.5,152.58,e
14447,p3,0,f,1.0,10.99,0.0,1,gc,1,1,2018,0.0,32.0,152.58,e
14448,p1,1,a,1.0,20.99,0.0,1,other,0,1,2018,0.0,16.5,152.58,e
14449,p2,0,f,1.0,10.99,0.0,0,gc,1,1,2018,0.0,15.5,152.58,e
14450,p3,0,d,1.0,10.99,0.0,1,gc,1,1,2018,0.0,12.0,152.58,e
14451,p3,0,d,0.0,10.99,0.0,0,gc,1,1,2018,17.0,16.0,152.58,e
14452,p6,0,d,1.0,10.99,0.0,0,hc,1,1,2018,0.25,22.0,152.58,e
14453,p9,0,ps,1.0,10.99,0.0,1,he,1,1,2018,0.0,20.0,152.58,e
14454,p1,1,d,1.0,10.99,0.0,1,gc,1,1,2018,27.75,39.0,152.58,e
14455,p15,0,ps,1.0,10.99,1.0,0,gc,1,1,2018,0.0,19.5,152.58,e
14456,p4,0,e,1.0,20.99,0.0,0,other,0,0,2018,10.5,14.5,152.58,e
14457,p2,0,s,1.0,10.99,0.0,0,gc,1,1,2018,0.0,13.5,152.58,e
14458,p4,0,e,1.0,10.99,0.0,0,gc,1,1,2018,0.0,12.0,152.58,e
14459,p5,0,e,1.0,10.99,0.0,0,gc,1,1,2018,0.0,15.5,152.58,e
14460,p2,0,s,1.0,10.99,0.0,1,gc,1,0,2018,0.0,12.0,152.58,e
14461,p10,0,e,1.0,10.99,0.0,0,hc,1,1,2018,0.75,12.5,152.58,e
14462,p1,1,a,1.0,10.99,0.0,1,hc,1,0,2018,0.0,18.5,152.58,e
14463,p10,0,a,1.0,10.99,0.0,1,gc,1,1,2018,0.0,19.5,152.58,e
14464,p5,0,s,1.0,10.99,0.0,1,he,1,1,2018,2.75,16.5,152.58,e
14465,p1,0,de,1.0,10.99,0.0,0,gc,1,1,2018,0.0,12.0,152.58,e
14466,p9,0,f,1.0,10.99,0.0,1,gc,1,0,2018,0.25,20.0,152.58,e
14467,p2,1,a,1.0,10.99,0.0,1,other,1,0,2018,0.0,20.5,152.58,e
14468,p3,0,a,1.0,10.99,1.0,0,gc,1,1,2018,0.0,12.0,152.58,e
14469,p6,0,a,0.0,10.99,0.0,0,ye,1,0,2018,0.0,20.5,152.58,e
14470,p3,0,f,1.0,10.99,0.0,0,gc,1,0,2018,0.0,11.5,152.58,e
14471,p2,0,d,1.0,20.99,0.0,1,other,0,1,2018,0.0,26.5,152.58,e
14472,p2,1,s,1.0,10.99,0.0,0,oe,1,1,2018,1.5,14.5,152.58,e
14473,p5,0,e,1.0,10.99,1.0,1,gc,1,1,2018,0.0,17.0,152.58,e
14474,p12,0,e,1.0,10.99,0.0,1,gc,1,1,2018,2.5,12.0,152.58,e
14475,p2,1,e,1.0,10.99,0.0,0,gc,1,1,2018,0.25,13.5,152.58,e
14476,p13,1,e,0.0,10.99,0.0,0,hc,1,1,2018,0.0,21.5,152.58,e
14477,p3,0,d,1.0,10.99,0.0,1,gc,1,1,2018,0.0,16.5,152.58,e
14478,p3,0,e,1.0,10.99,0.0,1,hc,1,1,2018,3.0,19.5,152.58,e
14479,p5,1,f,1.0,10.99,0.0,0,gc,1,1,2018,0.0,15.5,152.58,e
14480,p5,1,a,1.0,10.99,0.0,1,gc,1,1,2018,0.0,12.0,152.58,e
14481,p3,0,s,1.0,10.99,0.0,0,gc,1,0,2018,0.25,20.5,152.58,e
14482,p5,0,s,1.0,10.99,0.0,0,gc,1,1,2018,0.25,20.5,152.58,e
14483,p2,1,a,1.0,10.99,0.0,1,gc,1,1,2018,42.25,12.0,152.58,e
14484,p3,0,f,1.0,10.99,0.0,0,gc,1,0,2018,0.25,9.5,152.58,e
14485,p12,1,gb,1.0,2.99,0.0,1,gc,1,1,2018,0.0,19.0,152.58,e
14486,p15,0,a,1.0,10.99,0.0,0,other,1,1,2018,0.0,19.0,152.58,e
14487,p2,0,b,1.0,10.99,0.0,0,gc,1,1,2018,0.0,29.0,152.58,e
14488,p4,0,s,1.0,10.99,0.0,1,hc,1,1,2018,0.25,17.5,152.58,e
14489,p3,0,ps,1.0,10.99,0.0,0,gc,1,1,2018,0.0,23.0,152.58,e
14490,p2,0,ps,1.0,20.99,0.0,0,hc,0,1,2018,24.75,21.0,152.58,e
14491,p12,0,a,1.0,10.99,0.0,1,gc,1,0,2018,0.0,13.5,152.58,e
14492,p3,1,de,1.0,10.99,0.0,0,gc,1,1,2018,0.0,11.5,152.58,e
14493,p11,0,a,1.0,10.99,0.0,1,gc,1,0,2018,0.0,14.0,152.58,e
14494,p3,0,ps,1.0,10.99,0.0,0,hc,1,1,2018,0.0,19.5,152.58,e
14495,p3,0,s,0.0,10.99,1.0,0,gc,1,0,2018,0.25,14.5,152.58,e
14496,p2,1,f,1.0,10.99,0.0,1,gc,1,0,2018,0.25,18.5,152.58,e
14497,p1,1,e,0.0,10.99,0.0,0,gc,1,1,2018,0.75,14.0,152.58,e
14498,p16,1,f,1.0,10.99,0.0,1,gc,1,0,2018,0.0,12.0,152.58,e
14499,p12,0,f,1.0,10.99,0.0,0,gc,1,1,2018,0.25,20.5,152.58,e
14500,p12,1,f,1.0,10.99,0.0,0,hc,1,0,2018,0.0,38.5,152.58,e
14501,p2,0,f,1.0,10.99,1.0,1,gc,1,0,2018,0.0,23.0,152.58,e
14502,p5,0,ps,1.0,10.99,0.0,0,hc,1,0,2018,0.0,15.5,152.58,e
14503,p10,0,de,0.0,10.99,0.0,0,gc,1,1,2018,0.0,15.5,152.58,e
14504,p10,0,s,1.0,10.99,0.0,0,gc,1,1,2018,0.0,17.5,152.58,e
14505,p1,0,a,1.0,10.99,0.0,0,gc,1,0,2018,0.0,21.0,152.58,e
14506,p1,1,a,1.0,10.99,0.0,1,gc,1,0,2018,0.0,15.0,152.58,e
14507,p8,0,de,0.0,10.99,0.0,0,hc,1,1,2018,0.0,16.5,152.58,e
14508,p6,1,d,1.0,10.99,0.0,1,gc,1,0,2018,0.0,11.5,152.58,e
14509,p4,0,d,1.0,10.99,0.0,1,hc,1,1,2018,0.0,15.0,152.58,e
14510,p8,0,gb,0.0,2.99,1.0,0,gc,1,0,2018,0.0,19.5,152.58,e
14511,p14,1,gb,1.0,2.99,0.0,1,gc,1,0,2018,0.0,15.0,152.58,e
14512,p2,0,f,1.0,20.99,0.0,1,gc,0,1,2018,1.75,18.0,152.58,e
14513,p3,1,a,1.0,10.99,0.0,1,gc,1,0,2018,0.0,15.5,152.58,e
14514,p2,1,a,1.0,10.99,0.0,1,gc,1,0,2018,0.5,13.0,152.58,e
14515,p6,1,f,1.0,10.99,1.0,1,gc,1,0,2018,0.0,16.5,152.58,e
14516,p15,0,s,1.0,10.99,0.0,1,gc,1,1,2018,0.0,22.0,152.58,e
14517,p10,0,a,1.0,10.99,0.0,1,gc,1,0,2018,0.0,13.0,152.58,e
14518,p4,0,f,1.0,10.99,0.0,0,gc,1,1,2018,9.5,11.0,152.58,e
14519,p8,0,ps,1.0,10.99,0.0,1,gc,1,1,2018,0.0,15.0,152.58,e
14520,p1,1,d,1.0,10.99,0.0,1,hc,1,0,2018,0.25,14.0,152.58,e
14521,p8,1,f,1.0,10.99,1.0,1,ye,1,0,2018,65.25,22.0,152.58,e
14522,p1,0,s,1.0,20.99,0.0,1,gc,0,1,2018,3.0,10.0,152.58,e
14523,p2,0,gb,1.0,2.99,0.0,1,hc,1,0,2018,0.25,25.0,152.58,e
14524,p3,1,gb,1.0,2.99,0.0,1,hc,1,1,2018,0.0,19.5,152.58,e
14525,p2,0,d,1.0,20.99,0.0,0,gc,0,0,2018,0.0,20.0,152.58,e
14526,p2,0,de,1.0,20.99,0.0,0,hc,0,1,2018,0.0,18.0,152.58,e
14527,p10,0,d,1.0,10.99,1.0,1,hc,1,0,2018,0.0,14.5,152.58,e
14528,p1,1,de,1.0,10.99,0.0,1,other,1,1,2018,3.75,13.0,152.58,e
14529,p3,0,s,1.0,10.99,0.0,0,other,1,1,2018,0.0,22.5,152.58,e
14530,p1,0,e,1.0,10.99,0.0,0,gc,1,1,2018,0.0,18.0,152.58,e
14531,p4,0,de,1.0,10.99,0.0,0,hc,1,1,2018,0.0,18.0,152.58,e
14532,p1,1,d,1.0,10.99,0.0,1,gc,1,0,2018,0.0,17.5,152.58,e
14533,p4,1,f,1.0,10.99,0.0,1,gc,1,0,2018,0.25,15.0,152.58,e
14534,p4,1,f,1.0,10.99,0.0,1,gc,1,0,2018,0.0,23.5,152.58,e
14535,p4,1,f,1.0,10.99,0.0,1,gc,1,0,2018,0.0,19.0,152.58,e
14536,p4,1,a,1.0,10.99,0.0,1,gc,1,0,2018,0.0,14.0,152.58,e
14537,p2,0,e,1.0,10.99,0.0,0,hc,1,0,2018,0.0,19.0,152.58,e
14538,p2,0,d,1.0,10.99,0.0,0,gc,1,0,2018,0.0,12.0,152.58,e
14539,p6,1,d,0.0,10.99,0.0,0,other,1,0,2018,0.0,19.5,152.58,e
14540,p9,0,s,1.0,10.99,0.0,0,hc,1,0,2018,0.0,23.5,152.58,e
14541,p4,0,d,1.0,20.99,0.0,0,hc,0,0,2018,0.0,23.5,152.58,e
14542,p6,0,f,0.0,10.99,0.0,1,he,1,0,2018,0.0,17.0,152.58,e
14543,p2,0,s,1.0,10.99,0.0,1,gc,1,1,2018,0.0,28.5,152.58,e
14544,p4,0,f,0.0,10.99,0.0,1,hc,1,0,2018,8.25,12.5,152.58,e
14545,p10,1,f,0.0,10.99,0.0,1,hc,1,0,2018,0.0,20.0,152.58,e
14546,p11,0,s,0.0,10.99,0.0,0,gc,1,1,2018,0.0,18.0,152.58,e
14547,p3,0,d,0.0,20.99,0.0,0,lc,0,0,2018,0.0,21.5,152.58,e
14548,p4,1,de,1.0,10.99,1.0,1,gc,1,1,2018,0.0,25.5,152.58,e
14549,p2,0,ps,0.0,10.99,0.0,1,hc,1,1,2018,0.0,16.5,152.58,e
14550,p4,0,de,0.0,20.99,0.0,0,mc,0,1,2018,0.0,13.5,152.58,e
14551,p12,1,d,0.0,10.99,1.0,1,gc,1,0,2018,0.0,13.0,152.58,e
14552,p1,0,f,1.0,10.99,0.0,1,gc,1,0,2018,0.0,19.0,152.58,e
14553,p3,1,d,0.0,10.99,0.0,0,hc,1,1,2018,0.0,20.0,152.58,e
14554,p8,1,a,1.0,10.99,0.0,1,mc,1,0,2018,0.0,27.0,152.58,e
14555,p14,0,de,1.0,10.99,0.0,0,gc,1,0,2018,0.0,35.0,152.58,e
14556,p5,0,f,1.0,10.99,0.0,0,gc,1,0,2018,0.0,16.5,152.58,e
14557,p6,0,e,0.0,10.99,0.0,0,gc,1,1,2018,1.5,19.0,152.58,e
14558,p15,0,s,1.0,10.99,0.0,1,gc,1,0,2018,0.0,22.0,152.58,e
14559,p5,0,s,1.0,10.99,0.0,0,hc,1,1,2018,0.25,11.5,152.58,e
14560,p3,0,e,0.0,10.99,0.0,1,hc,1,1,2018,0.25,14.5,152.58,e
14561,p14,1,ps,0.0,10.99,0.0,1,gc,1,0,2018,0.0,18.0,152.58,e
14562,p2,1,ps,0.0,10.99,0.0,0,hc,1,0,2018,0.0,18.0,152.58,e
14563,p2,1,e,1.0,10.99,0.0,1,gc,1,1,2018,0.0,16.5,152.58,e
14564,p3,0,d,0.0,10.99,0.0,1,gc,1,0,2018,0.0,9.5,152.58,e
14565,p13,0,s,0.0,10.99,0.0,0,hc,1,1,2018,0.0,15.0,152.58,e
14566,p1,0,a,1.0,10.99,0.0,0,gc,1,0,2018,0.0,18.0,152.58,e
14567,p3,1,de,1.0,10.99,0.0,0,mc,1,1,2018,0.0,14.5,152.58,e
14568,p4,0,d,1.0,20.99,0.0,0,mc,0,1,2018,0.0,14.5,152.58,e
14569,p4,1,d,1.0,20.99,0.0,0,gc,0,1,2018,0.0,10.5,152.58,e
14570,p1,0,a,0.0,10.99,0.0,1,gc,1,1,2018,0.0,10.5,152.58,e
14571,p4,0,f,0.0,10.99,0.0,0,hc,1,0,2018,3.0,13.0,152.58,e
14572,p3,0,gb,1.0,2.99,1.0,0,hc,1,1,2018,16.0,17.5,152.58,e
14573,p3,1,d,0.0,10.99,0.0,0,hc,1,0,2018,0.0,34.5,152.58,e
14574,p2,1,f,0.0,10.99,0.0,0,gc,1,0,2018,0.75,17.5,152.58,e
14575,p3,0,a,0.0,10.99,0.0,0,hc,1,0,2018,0.0,20.0,152.58,e
14576,p5,0,a,0.0,10.99,0.0,1,gc,1,0,2018,0.25,13.0,152.58,e
14577,p3,0,f,0.0,10.99,0.0,0,he,1,0,2018,0.25,27.0,152.58,e
14578,p14,0,a,0.0,10.99,0.0,1,lc,1,0,2018,0.25,24.5,152.58,e
14579,p15,0,s,1.0,10.99,0.0,0,hc,1,1,2018,0.0,19.0,152.58,e
14580,p7,0,a,1.0,10.99,0.0,1,gc,1,1,2018,0.0,18.5,152.58,e
14581,p1,0,e,0.0,20.99,0.0,0,gc,0,1,2018,4.0,19.5,152.58,e
14582,p4,0,a,0.0,10.99,0.0,1,hc,1,0,2018,0.0,15.0,152.58,e
14583,p3,0,f,0.0,20.99,0.0,0,gc,0,1,2018,0.0,13.0,152.58,e
14585,p2,0,ps,1.0,10.99,0.0,1,gc,1,0,2018,0.0,13.5,152.58,e
14586,p8,0,a,0.0,10.99,0.0,1,gc,1,0,2018,0.0,9.0,152.58,e
14587,p13,0,s,0.0,20.99,0.0,1,gc,0,0,2018,0.0,22.0,152.58,e
14588,p6,0,f,1.0,10.99,0.0,1,hc,1,1,2018,21.75,37.5,152.58,e
14589,p3,1,f,1.0,10.99,0.0,0,gc,1,0,2018,0.0,13.5,152.58,e
14590,p1,0,d,1.0,10.99,0.0,1,gc,1,0,2018,0.0,25.5,152.58,e
14591,p2,0,de,0.0,10.99,0.0,1,mc,1,1,2018,0.0,14.5,152.58,e
14592,p4,0,f,0.0,10.99,0.0,0,gc,1,0,2018,0.0,14.5,152.58,e
14593,p5,1,b,0.0,10.99,0.0,1,gc,1,0,2018,0.0,22.5,152.58,e
14594,p2,1,de,1.0,20.99,0.0,0,gc,0,1,2018,0.0,22.0,152.58,e
14595,p3,0,dd,0.0,10.99,0.0,0,gc,1,0,2018,0.0,16.0,152.58,e
14596,p2,1,f,0.0,10.99,0.0,0,hc,1,0,2018,0.0,19.0,152.58,e
14597,p3,0,b,0.0,10.99,1.0,0,ye,1,1,2018,80.75,23.0,152.58,e
14598,p3,1,f,0.0,10.99,0.0,0,gc,1,1,2018,0.0,12.5,152.58,e
14599,p1,0,f,1.0,10.99,0.0,1,gc,1,0,2018,0.0,16.0,152.58,e
14600,p1,1,d,1.0,10.99,0.0,1,hc,1,0,2018,0.0,37.5,152.58,e
14601,p6,0,f,0.0,10.99,0.0,0,gc,1,1,2018,0.0,18.5,152.58,e
14602,p11,0,s,1.0,10.99,0.0,0,hc,1,1,2018,0.0,18.5,152.58,e
14603,p1,0,f,1.0,10.99,1.0,1,hc,1,0,2018,0.0,20.5,152.58,e
14604,p5,1,f,0.0,10.99,0.0,1,gc,1,0,2018,0.0,24.5,152.58,e
14605,p2,0,b,0.0,10.99,0.0,1,gc,1,1,2018,19.25,15.0,152.58,e
14606,p2,1,ps,0.0,10.99,0.0,0,hc,1,0,2018,0.0,12.5,152.58,e
14607,p1,0,s,1.0,10.99,0.0,1,hc,1,1,2018,0.0,15.5,152.58,e
14608,p1,0,f,0.0,10.99,0.0,0,hc,1,0,2018,0.25,14.5,152.58,e
14609,p7,0,a,0.0,10.99,0.0,0,hc,1,1,2018,0.0,18.0,152.58,e
14610,p7,0,f,0.0,10.99,0.0,1,gc,1,1,2018,0.0,25.0,152.58,e
14611,p14,0,de,0.0,10.99,0.0,1,ye,1,1,2018,0.0,20.5,152.58,e
14612,p9,0,ep,0.0,10.99,0.0,0,gc,1,0,2018,0.0,25.0,152.58,e
14613,p8,0,s,0.0,10.99,0.0,0,gc,1,1,2018,0.0,13.5,152.58,e
14614,p15,1,a,0.0,10.99,0.0,0,gc,1,0,2018,0.0,18.0,152.58,e
14615,p16,0,a,0.0,10.99,0.0,1,gc,1,0,2018,0.0,14.5,152.58,e
14616,p10,1,a,0.0,20.99,0.0,0,ye,0,0,2018,0.0,22.0,152.58,e
14617,p9,0,d,1.0,10.99,0.0,1,gc,1,0,2018,0.0,12.5,152.58,e
14618,p3,0,f,1.0,20.99,0.0,0,gc,0,0,2018,0.0,17.5,152.58,e
14619,p1,0,s,1.0,10.99,0.0,0,hc,1,1,2018,0.0,12.0,152.58,e
14620,p4,1,f,1.0,10.99,0.0,1,oe,1,0,2018,0.0,15.0,152.58,e
14621,p1,1,a,1.0,10.99,0.0,1,hc,1,0,2018,0.0,17.0,152.58,e
14622,p3,0,dd,0.0,10.99,0.0,0,hc,1,0,2018,0.0,24.0,152.58,e
14623,p5,0,ps,0.0,10.99,0.0,0,hc,1,1,2018,0.0,21.5,152.58,e
14624,p7,1,a,0.0,10.99,0.0,0,hc,1,0,2018,0.0,11.5,152.58,e
14625,p10,0,d,1.0,10.99,0.0,1,gc,1,0,2018,0.0,16.5,152.58,e
14626,p8,0,ps,0.0,10.99,0.0,0,gc,1,1,2018,0.0,15.5,152.58,e
14627,p5,0,ps,1.0,20.99,0.0,0,gc,0,0,2018,0.0,28.0,152.58,e
14628,p4,1,a,0.0,20.99,1.0,0,mc,0,0,2018,0.0,23.0,152.58,e
14629,p5,0,ps,0.0,10.99,0.0,1,other,1,0,2018,0.0,14.5,152.58,e
14630,p1,0,d,1.0,10.99,0.0,1,gc,1,0,2018,0.0,14.0,152.58,e
14631,p1,0,d,1.0,10.99,0.0,1,other,1,0,2018,0.0,14.5,152.58,e
14632,p3,0,ep,1.0,10.99,1.0,0,hc,1,0,2018,0.0,17.5,152.58,e
14633,p6,1,dd,1.0,10.99,0.0,1,gc,1,0,2018,0.0,12.0,152.58,e
14634,p5,0,a,0.0,10.99,0.0,1,hc,1,0,2018,0.0,17.0,152.58,e
14635,p6,0,s,1.0,10.99,0.0,1,gc,1,1,2018,0.0,19.5,152.58,e
14636,p2,0,a,0.0,10.99,0.0,1,gc,1,0,2018,0.0,12.5,152.58,e
14637,p4,0,a,0.0,10.99,0.0,0,ye,1,0,2018,0.25,19.5,152.58,e
14638,p11,0,s,1.0,10.99,0.0,0,he,1,1,2018,0.0,24.0,152.58,e
14639,p3,0,ps,1.0,10.99,0.0,1,gc,1,0,2018,0.0,22.5,152.58,e
14640,p10,0,ep,0.0,10.99,0.0,0,gc,1,0,2018,0.0,22.0,152.58,e
14641,p2,0,dd,0.0,20.99,0.0,1,gc,0,0,2018,0.0,10.5,152.58,e
14642,p2,0,a,0.0,10.99,0.0,0,gc,1,0,2018,0.5,14.0,152.58,e
14643,p6,1,f,1.0,10.99,0.0,1,oe,1,0,2018,0.0,16.0,152.58,e
14644,p1,0,s,1.0,10.99,0.0,0,gc,1,1,2018,0.0,17.0,152.58,e
14645,p4,0,de,0.0,10.99,1.0,0,gc,1,1,2018,0.0,23.5,152.58,e
14646,p8,0,ps,1.0,10.99,0.0,0,hc,1,1,2018,8.25,21.0,152.58,e
14647,p1,0,gb,1.0,2.99,0.0,0,gc,1,1,2018,0.0,9.5,152.58,e
14648,p10,1,ps,0.0,10.99,0.0,0,gc,1,1,2018,0.0,13.5,152.58,e
14649,p3,0,ep,1.0,10.99,0.0,0,gc,1,0,2018,0.0,31.5,152.58,e
14650,p7,1,s,0.0,10.99,0.0,0,gc,1,1,2018,0.0,13.5,152.58,e
14651,p12,0,s,0.0,10.99,1.0,0,hc,1,1,2018,0.0,22.0,152.58,e
14652,p1,0,e,1.0,10.99,0.0,0,gc,1,1,2018,0.25,22.0,152.58,e
14653,p5,0,s,1.0,10.99,0.0,1,gc,1,0,2018,8.25,20.5,152.58,e
14654,p13,0,s,0.0,10.99,0.0,0,hc,1,1,2018,9.25,19.5,152.58,e
14655,p2,0,a,0.0,10.99,0.0,0,gc,1,0,2018,0.0,22.0,152.58,e
14656,p3,1,s,1.0,10.99,1.0,1,other,1,0,2018,6.25,21.5,152.58,e
14657,p4,0,a,1.0,20.99,0.0,1,hc,0,0,2018,0.0,23.0,152.58,e
14658,p1,0,a,1.0,10.99,1.0,0,hc,1,0,2018,0.0,19.0,152.58,e
14659,p9,0,ep,0.0,20.99,0.0,0,gc,0,0,2018,0.0,20.5,152.58,e
14660,p1,0,a,1.0,10.99,1.0,0,gc,1,0,2018,0.0,23.5,152.58,e
14661,p7,0,a,1.0,10.99,0.0,1,hc,1,0,2018,0.0,18.0,152.58,e
14662,p9,0,ps,0.0,10.99,0.0,0,hc,1,1,2018,0.0,18.0,152.58,e
14663,p3,0,a,0.0,10.99,1.0,0,hc,1,0,2018,0.0,31.0,152.58,e
14664,p3,0,a,1.0,10.99,0.0,0,lc,1,1,2018,11.75,15.0,152.58,e
14665,p5,0,a,1.0,10.99,0.0,0,gc,1,0,2018,0.0,23.5,152.58,e
14666,p4,0,a,1.0,10.99,0.0,1,hc,1,0,2018,0.0,25.0,152.58,e
14667,p4,0,a,0.0,10.99,0.0,1,hc,1,0,2018,0.0,22.5,152.58,e
14668,p12,1,a,0.0,10.99,0.0,1,hc,1,0,2018,0.0,15.5,152.58,e
14669,p12,0,a,1.0,10.99,0.0,0,hc,1,0,2018,0.0,18.5,152.58,e
14670,p4,0,a,0.0,10.99,0.0,0,hc,1,1,2018,0.0,26.5,152.58,e
14671,p2,0,a,0.0,10.99,0.0,0,gc,1,0,2018,0.0,17.0,152.58,e
14672,p2,1,a,1.0,10.99,0.0,1,gc,1,0,2018,0.0,23.5,152.58,e
14673,p2,0,a,1.0,10.99,0.0,1,hc,1,0,2018,0.0,18.0,152.58,e
14674,p7,0,a,1.0,10.99,0.0,1,ye,1,0,2018,0.0,16.5,152.58,e
14675,p2,0,f,1.0,10.99,0.0,1,ge,1,0,2018,0.0,18.0,152.58,e
14676,p15,0,d,1.0,20.99,0.0,0,ae,0,0,2018,0.0,24.0,152.58,e
14677,p5,1,a,1.0,10.99,0.0,1,hc,1,0,2018,0.0,21.5,152.58,e
14678,p6,0,d,1.0,10.99,0.0,1,other,1,0,2018,0.0,19.0,152.58,e
14679,p4,0,a,1.0,10.99,0.0,0,hc,1,0,2018,0.0,15.5,152.58,e
14680,p3,0,a,1.0,10.99,1.0,0,gc,1,0,2018,0.0,17.5,152.58,e
14681,p6,0,d,1.0,10.99,0.0,1,other,1,0,2018,0.0,17.0,152.58,e
14682,p3,0,a,1.0,10.99,0.0,0,gc,1,0,2018,0.0,16.5,152.58,e
14683,p2,0,a,1.0,20.99,0.0,0,hc,0,0,2018,0.0,17.5,152.58,e
14684,p2,1,d,1.0,10.99,0.0,1,other,1,0,2018,0.0,17.0,152.58,e
14685,p1,1,d,1.0,10.99,0.0,1,other,1,0,2018,0.0,16.5,152.58,e
14686,p2,0,a,0.0,10.99,0.0,0,gc,1,0,2018,0.0,14.0,152.58,e
14687,p1,0,a,0.0,10.99,0.0,0,hc,1,0,2018,0.0,16.5,152.58,e
14688,p2,1,ep,1.0,10.99,0.0,0,ye,1,0,2018,0.0,22.0,152.58,e
14689,p9,0,d,1.0,10.99,0.0,0,hc,1,0,2018,0.0,24.0,152.58,e
14690,p4,1,a,0.0,10.99,0.0,0,hc,1,0,2018,0.0,32.5,152.58,e
14691,p4,0,a,1.0,10.99,0.0,1,hc,1,0,2018,0.0,24.0,152.58,e
14692,p2,0,a,0.0,10.99,0.0,1,ye,1,0,2018,0.0,21.5,152.58,e
14693,p2,0,a,1.0,10.99,1.0,1,gc,1,0,2018,0.0,19.0,152.58,e
