,sex,master_channel_a,master_channel_f,master_channel_d,master_channel_ps,master_channel_gb,master_channel_de,master_channel_g,master_channel_s,master_channel_e,master_channel_b,master_channel_dd,newsletter,registration_payment,use_pickup_point,churned_1_month,email_domain_gc,email_domain_hc,email_domain_yc,email_domain_he,email_domain_other,email_domain_ye,email_domain_lc,email_domain_mc,email_domain_ic,email_domain_ce,email_domain_oe,email_domain_ge,email_domain_oc,email_domain_ae,with_promotion,is_lead,reg_year,days_from_first_click,age,box_satisfaction,reg_month_a,reg_month_b,reg_month_c,reg_month_d,reg_month_e,reg_month_f,reg_month_g,reg_month_h,reg_month_i,reg_month_j,reg_month_k,reg_month_l,random,income_per_region,population_per_region
10080,0,0,0,0,0,0,0,0,1,0,0,0,0,10.99,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,2017,1.25,12.0,159.82,0,0,0,0,0,0,0,0,0,0,1,0,778,18707,6663394
10081,0,0,0,0,0,0,0,0,1,0,0,0,1,10.99,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,2017,0.0,14.0,159.82,0,0,0,0,0,0,0,0,0,0,1,0,708,19195,2207776
10082,0,0,0,0,0,0,0,0,1,0,0,0,1,10.99,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,2017,0.0,14.0,159.82,0,0,0,0,0,0,0,0,0,0,1,0,408,17102,7675217
10083,0,0,0,0,1,0,0,0,0,0,0,0,1,10.99,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,2017,0.0,28.5,159.82,0,0,0,0,0,0,0,0,0,0,1,0,922,13148,5003769
10084,0,0,1,0,0,0,0,0,0,0,0,0,1,10.99,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,2017,8.75,19.0,159.82,0,0,0,0,0,0,0,0,0,0,1,0,330,14903,1022800
10085,0,0,0,0,0,0,0,0,1,0,0,0,1,10.99,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,2017,0.0,19.5,159.82,0,0,0,0,0,0,0,0,0,0,1,0,978,11589,8414240
10086,0,0,1,0,0,0,0,0,0,0,0,0,1,10.99,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2017,0.0,10.0,159.82,0,0,0,0,0,0,0,0,0,0,1,0,903,13148,5003769
10087,0,0,1,0,0,0,0,0,0,0,0,0,1,10.99,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,2017,10.5,10.0,159.82,0,0,0,0,0,0,0,0,0,0,1,0,155,13148,5003769
10088,1,1,0,0,0,0,0,0,0,0,0,0,1,10.99,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2017,0.0,17.0,159.82,0,0,0,0,0,0,0,0,0,0,1,0,122,17102,7675217
10089,0,0,0,0,1,0,0,0,0,0,0,0,1,10.99,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,2017,0.0,16.5,159.82,0,0,0,0,0,0,0,0,0,0,1,0,637,11310,1067710
10090,0,1,0,0,0,0,0,0,0,0,0,0,1,10.99,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,2017,0.0,26.0,159.82,0,0,0,0,0,0,0,0,0,0,1,0,252,18707,6663394
10091,0,0,0,1,0,0,0,0,0,0,0,0,1,10.99,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,2017,0.0,14.5,159.82,0,0,0,0,0,0,0,0,0,0,1,0,649,13621,2699499
10092,0,0,0,0,0,0,0,0,0,1,0,0,1,10.99,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,2017,0.0,15.5,159.82,0,0,0,0,0,0,0,0,0,0,1,0,482,18707,6663394
10093,0,0,0,0,0,0,0,0,1,0,0,0,1,10.99,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2017,0.0,11.0,159.82,0,0,0,0,0,0,0,0,0,0,1,0,584,11589,8414240
10094,1,0,0,0,0,0,0,0,0,1,0,0,1,10.99,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,2017,0.0,19.0,159.82,0,0,0,0,0,0,0,0,0,0,1,0,629,18707,6663394
10095,0,1,0,0,0,0,0,0,0,0,0,0,0,10.99,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,2017,0.0,26.5,159.82,0,0,0,0,0,0,0,0,0,0,1,0,674,18707,6663394
10096,1,0,0,0,0,0,1,0,0,0,0,0,1,10.99,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,2017,0.0,10.0,159.82,0,0,0,0,0,0,0,0,0,0,1,0,130,12401,2032863
10097,0,0,0,0,0,0,0,0,0,1,0,0,1,10.99,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,2017,0.0,20.5,159.82,0,0,0,0,0,0,0,0,0,0,1,0,519,15882,1319291
10098,0,0,0,0,0,0,0,0,1,0,0,0,1,10.99,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,2017,0.0,12.0,159.82,0,0,0,0,0,0,0,0,0,0,1,0,126,11310,1067710
10099,0,0,0,0,0,0,0,0,1,0,0,0,1,10.99,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,2017,1.0,15.5,159.82,0,0,0,0,0,0,0,0,0,0,1,0,361,17102,7675217
10100,1,1,0,0,0,0,0,0,0,0,0,0,1,10.99,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,2017,0.0,25.0,159.82,0,0,0,0,0,0,0,0,0,0,1,0,244,17102,7675217
10101,0,1,0,0,0,0,0,0,0,0,0,0,1,10.99,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,2017,0.0,16.5,159.82,0,0,0,0,0,0,0,0,0,0,1,0,738,15882,1319291
10102,0,0,0,0,1,0,0,0,0,0,0,0,1,10.99,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,2017,0.25,11.0,159.82,0,0,0,0,0,0,0,0,0,0,1,0,869,17102,7675217
10103,1,0,0,0,0,1,0,0,0,0,0,0,1,2.99,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,2017,0.25,11.5,159.82,0,0,0,0,0,0,0,0,0,0,1,0,767,11589,8414240
10104,0,0,1,0,0,0,0,0,0,0,0,0,1,10.99,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,2017,0.0,16.0,159.82,0,0,0,0,0,0,0,0,0,0,1,0,689,13148,5003769
10105,0,0,0,0,1,0,0,0,0,0,0,0,0,10.99,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,2017,0.0,13.5,159.82,0,0,0,0,0,0,0,0,0,0,1,0,47,15882,1319291
10106,0,0,0,0,0,0,0,0,0,1,0,0,1,10.99,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,2017,7.0,13.5,159.82,0,0,0,0,0,0,0,0,0,0,1,0,968,18707,6663394
10107,0,1,0,0,0,0,0,0,0,0,0,0,1,20.99,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2017,0.0,12.0,159.82,0,0,0,0,0,0,0,0,0,0,1,0,818,15882,1319291
10108,0,1,0,0,0,0,0,0,0,0,0,0,1,10.99,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,2017,0.0,20.0,159.82,0,0,0,0,0,0,0,0,0,0,1,0,201,11589,8414240
10109,1,0,0,1,0,0,0,0,0,0,0,0,0,10.99,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,2017,0.0,16.0,159.82,0,0,0,0,0,0,0,0,0,0,1,0,325,14638,2399548
10110,0,0,0,0,0,0,0,0,0,1,0,0,1,10.99,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,2017,0.0,15.5,159.82,0,0,0,0,0,0,0,0,0,0,1,0,706,12401,2032863
10111,0,0,0,0,0,0,1,0,0,0,0,0,1,10.99,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2017,0.0,9.0,159.82,0,0,0,0,0,0,0,0,0,0,1,0,396,18707,6663394
10112,0,0,0,0,1,0,0,0,0,0,0,0,1,10.99,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,2017,0.0,24.0,159.82,0,0,0,0,0,0,0,0,0,0,1,0,460,11818,1493898
10113,0,0,0,0,0,1,0,0,0,0,0,0,1,2.99,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,2017,0.0,14.0,159.82,0,0,0,0,0,0,0,0,0,0,1,0,615,11589,8414240
10114,0,0,0,0,0,0,0,0,1,0,0,0,1,10.99,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,2017,0.0,11.5,159.82,0,0,0,0,0,0,0,0,0,0,1,0,149,11589,8414240
10115,1,0,0,0,0,0,0,0,0,1,0,0,0,10.99,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,2017,0.0,15.0,159.82,0,0,0,0,0,0,0,0,0,0,1,0,795,18707,6663394
10116,1,0,0,0,0,1,0,0,0,0,0,0,1,2.99,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2017,0.0,17.5,159.82,0,0,0,0,0,0,0,0,0,0,1,0,738,11589,8414240
10117,0,1,0,0,0,0,0,0,0,0,0,0,1,10.99,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,2017,1.0,40.5,159.82,0,0,0,0,0,0,0,0,0,0,1,0,82,11589,8414240
10118,0,0,0,0,0,0,0,0,1,0,0,0,1,10.99,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,2017,0.0,19.0,159.82,0,0,0,0,0,0,0,0,0,0,1,0,746,13621,2699499
10119,0,1,0,0,0,0,0,0,0,0,0,0,1,10.99,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2017,0.0,30.0,159.82,0,0,0,0,0,0,0,0,0,0,1,0,855,15882,1319291
10120,0,0,0,0,0,1,0,0,0,0,0,0,1,2.99,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,2017,0.0,9.0,159.82,0,0,0,0,0,0,0,0,0,0,1,0,300,17102,7675217
10121,0,0,1,0,0,0,0,0,0,0,0,0,1,10.99,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2017,0.0,29.5,159.82,0,0,0,0,0,0,0,0,0,0,1,0,107,13148,5003769
10122,0,0,0,0,0,1,0,0,0,0,0,0,0,2.99,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,2017,0.0,20.0,159.82,0,0,0,0,0,0,0,0,0,0,1,0,235,11818,1493898
10123,0,0,0,0,0,0,0,0,0,1,0,0,1,10.99,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,2017,0.0,22.5,159.82,0,0,0,0,0,0,0,0,0,0,1,0,76,17102,7675217
10124,1,0,0,0,0,0,0,0,0,1,0,0,1,20.99,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2017,11.5,24.0,159.82,0,0,0,0,0,0,0,0,0,0,1,0,295,17948,654214
10125,1,0,0,0,1,0,0,0,0,0,0,0,0,10.99,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,2017,0.0,9.5,159.82,0,0,0,0,0,0,0,0,0,0,1,0,393,18707,6663394
10126,1,0,0,0,1,0,0,0,0,0,0,0,1,10.99,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2017,0.0,13.0,159.82,0,0,0,0,0,0,0,0,0,0,1,0,919,11589,8414240
10127,0,1,0,0,0,0,0,0,0,0,0,0,1,10.99,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,2017,7.5,16.0,159.82,0,0,0,0,0,0,0,0,0,0,1,0,518,18707,6663394
10128,0,0,0,0,0,0,0,0,1,0,0,0,1,10.99,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,2017,0.0,17.5,159.82,0,0,0,0,0,0,0,0,0,0,1,0,931,11310,1067710
10129,0,0,1,0,0,0,0,0,0,0,0,0,0,10.99,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2017,1.5,14.5,159.82,0,0,0,0,0,0,0,0,0,0,1,0,881,11589,8414240
10130,1,0,1,0,0,0,0,0,0,0,0,0,1,10.99,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,2017,0.5,19.0,159.82,0,0,0,0,0,0,0,0,0,0,1,0,872,11589,8414240
10131,1,0,0,0,1,0,0,0,0,0,0,0,1,10.99,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,2017,0.0,20.0,159.82,0,0,0,0,0,0,0,0,0,0,1,0,703,18707,6663394
10132,0,1,0,0,0,0,0,0,0,0,0,0,1,10.99,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2017,0.0,22.5,159.82,0,0,0,0,0,0,0,0,0,0,1,0,914,18707,6663394
10133,0,0,0,0,0,0,1,0,0,0,0,0,1,20.99,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2017,0.0,17.0,159.82,0,0,0,0,0,0,0,0,0,0,1,0,862,17102,7675217
10134,1,0,0,0,0,0,1,0,0,0,0,0,1,10.99,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,2017,0.25,18.0,159.82,0,0,0,0,0,0,0,0,0,0,1,0,853,11310,1067710
10135,1,0,1,0,0,0,0,0,0,0,0,0,1,10.99,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2017,0.0,14.5,159.82,0,0,0,0,0,0,0,0,0,0,1,0,389,18707,6663394
10136,0,0,1,0,0,0,0,0,0,0,0,0,1,10.99,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2017,0.0,19.5,159.82,0,0,0,0,0,0,0,0,0,0,1,0,880,15882,1319291
10137,0,0,1,0,0,0,0,0,0,0,0,0,1,10.99,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2017,5.75,15.5,159.82,0,0,0,0,0,0,0,0,0,0,1,0,350,11589,8414240
10138,0,1,0,0,0,0,0,0,0,0,0,0,1,10.99,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2017,0.0,18.0,159.82,0,0,0,0,0,0,0,0,0,0,1,0,898,11310,1067710
10139,1,1,0,0,0,0,0,0,0,0,0,0,1,10.99,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2017,0.0,18.0,159.82,0,0,0,0,0,0,0,0,0,0,1,0,961,11310,1067710
10140,0,0,0,0,1,0,0,0,0,0,0,0,1,10.99,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2017,0.0,29.5,159.82,0,0,0,0,0,0,0,0,0,0,1,0,705,11818,1493898
10141,1,1,0,0,0,0,0,0,0,0,0,0,1,10.99,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,2017,0.0,18.5,159.82,0,0,0,0,0,0,0,0,0,0,1,0,916,14638,2399548
10142,1,1,0,0,0,0,0,0,0,0,0,0,1,10.99,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,2017,0.0,9.0,159.82,0,0,0,0,0,0,0,0,0,0,1,0,902,17102,7675217
10143,1,0,1,0,0,0,0,0,0,0,0,0,0,10.99,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,2017,0.0,17.5,159.82,0,0,0,0,0,0,0,0,0,0,1,0,474,18707,6663394
10144,0,0,0,0,0,0,0,0,0,1,0,0,1,20.99,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2017,11.75,24.0,159.82,0,0,0,0,0,0,0,0,0,0,1,0,881,17948,654214
10145,0,0,0,0,0,1,0,0,0,0,0,0,1,2.99,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,2017,0.0,13.0,159.82,0,0,0,0,0,0,0,0,0,0,1,0,531,11589,8414240
10146,0,0,1,0,0,0,0,0,0,0,0,0,1,10.99,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,2017,0.0,14.5,159.82,0,0,0,0,0,0,0,0,0,0,1,0,809,18707,6663394
10147,1,0,1,0,0,0,0,0,0,0,0,0,1,10.99,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2017,0.0,15.5,159.82,0,0,0,0,0,0,0,0,0,0,1,0,486,18707,6663394
10148,0,0,0,0,0,1,0,0,0,0,0,0,1,2.99,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2017,0.0,20.5,159.82,0,0,0,0,0,0,0,0,0,0,1,0,167,17102,7675217
10149,0,0,0,0,1,0,0,0,0,0,0,0,1,10.99,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,2017,1.0,18.5,159.82,0,0,0,0,0,0,0,0,0,0,1,0,157,13148,5003769
10150,0,0,0,0,0,0,0,0,0,1,0,0,1,10.99,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,2017,0.0,16.5,159.82,0,0,0,0,0,0,0,0,0,0,1,0,783,11589,8414240
10151,0,0,1,0,0,0,0,0,0,0,0,0,1,10.99,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2017,0.0,13.5,159.82,0,0,0,0,0,0,0,0,0,0,1,0,14,11818,1493898
10152,0,0,0,0,0,0,0,0,1,0,0,0,1,10.99,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,2017,0.0,15.0,159.82,0,0,0,0,0,0,0,0,0,0,1,0,524,11818,1493898
10153,0,0,1,0,0,0,0,0,0,0,0,0,1,10.99,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2017,0.0,20.5,159.82,0,0,0,0,0,0,0,0,0,0,1,0,7,19195,2207776
10154,0,1,0,0,0,0,0,0,0,0,0,0,1,10.99,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2017,0.0,24.0,159.82,0,0,0,0,0,0,0,0,0,0,1,0,53,17102,7675217
10155,1,0,1,0,0,0,0,0,0,0,0,0,1,10.99,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,2017,0.0,19.5,159.82,0,0,0,0,0,0,0,0,0,0,1,0,934,14584,581078
10156,0,0,0,0,0,0,0,0,1,0,0,0,1,10.99,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,2017,0.0,22.0,159.82,0,0,0,0,0,0,0,0,0,0,1,0,957,12401,2032863
10157,1,0,1,0,0,0,0,0,0,0,0,0,1,10.99,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,2017,0.0,36.5,159.82,0,0,0,0,0,0,0,0,0,0,1,0,737,19195,2207776
10158,1,0,0,1,0,0,0,0,0,0,0,0,0,10.99,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2017,0.0,12.5,159.82,0,0,0,0,0,0,0,0,0,0,1,0,702,14903,1022800
10159,1,0,0,1,0,0,0,0,0,0,0,0,1,10.99,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2017,0.0,12.5,159.82,0,0,0,0,0,0,0,0,0,0,1,0,642,13621,2699499
10160,1,0,1,0,0,0,0,0,0,0,0,0,1,10.99,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,2017,0.25,16.5,159.82,0,0,0,0,0,0,0,0,0,0,1,0,187,14903,1022800
10161,1,0,0,0,0,1,0,0,0,0,0,0,1,2.99,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,2017,0.0,12.0,159.82,0,0,0,0,0,0,0,0,0,0,1,0,257,11589,8414240
10162,0,0,0,0,0,1,0,0,0,0,0,0,1,2.99,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,2017,0.0,18.0,159.82,0,0,0,0,0,0,0,0,0,0,1,0,54,13148,5003769
10163,0,0,1,0,0,0,0,0,0,0,0,0,1,10.99,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,2017,0.0,12.5,159.82,0,0,0,0,0,0,0,0,0,0,1,0,873,17102,7675217
10164,1,0,0,0,1,0,0,0,0,0,0,0,1,10.99,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,2017,0.0,17.5,159.82,0,0,0,0,0,0,0,0,0,0,1,0,857,11818,1493898
10165,0,1,0,0,0,0,0,0,0,0,0,0,1,10.99,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2017,0.25,20.5,159.82,0,0,0,0,0,0,0,0,0,0,1,0,84,11310,1067710
10166,0,0,1,0,0,0,0,0,0,0,0,0,1,10.99,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2017,0.0,31.5,159.82,0,0,0,0,0,0,0,0,0,0,1,0,926,19195,2207776
10167,0,0,0,1,0,0,0,0,0,0,0,0,0,10.99,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2017,0.0,15.0,159.82,0,0,0,0,0,0,0,0,0,0,1,0,781,18707,6663394
10168,0,0,0,0,1,0,0,0,0,0,0,0,1,10.99,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2017,0.0,14.5,159.82,0,0,0,0,0,0,0,0,0,0,1,0,254,18707,6663394
10170,1,0,0,0,1,0,0,0,0,0,0,0,1,10.99,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,2017,2.75,11.0,159.82,0,0,0,0,0,0,0,0,0,0,1,0,283,14638,2399548
10171,0,0,0,0,0,0,0,0,1,0,0,0,1,10.99,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,2017,0.0,19.5,159.82,0,0,0,0,0,0,0,0,0,0,1,0,426,18707,6663394
10172,0,0,1,0,0,0,0,0,0,0,0,0,1,10.99,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2017,2.5,19.0,159.82,0,0,0,0,0,0,0,0,0,0,1,0,794,14638,2399548
10173,0,0,1,0,0,0,0,0,0,0,0,0,1,10.99,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2017,0.0,15.5,159.82,0,0,0,0,0,0,0,0,0,0,1,0,143,18707,6663394
10175,0,0,0,1,0,0,0,0,0,0,0,0,1,20.99,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2017,0.0,18.0,159.82,0,0,0,0,0,0,0,0,0,0,1,0,955,17102,7675217
10176,0,1,0,0,0,0,0,0,0,0,0,0,1,10.99,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2017,0.0,19.5,159.82,0,0,0,0,0,0,0,0,0,0,1,0,832,18707,6663394
10177,1,0,0,0,1,0,0,0,0,0,0,0,1,10.99,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,2017,0.25,11.5,159.82,0,0,0,0,0,0,0,0,0,0,1,0,528,11589,8414240
10178,1,0,1,0,0,0,0,0,0,0,0,0,1,10.99,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2017,0.0,15.5,159.82,0,0,0,0,0,0,0,0,0,0,1,0,550,14638,2399548
10179,1,0,0,1,0,0,0,0,0,0,0,0,1,10.99,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,2017,0.0,19.0,159.82,0,0,0,0,0,0,0,0,0,0,1,0,524,13621,2699499
10180,0,1,0,0,0,0,0,0,0,0,0,0,1,10.99,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,2017,0.0,16.0,159.82,0,0,0,0,0,0,0,0,0,0,1,0,120,11310,1067710
10181,0,0,1,0,0,0,0,0,0,0,0,0,1,10.99,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,2017,0.0,27.0,159.82,0,0,0,0,0,0,0,0,0,0,1,0,894,12401,2032863
10182,0,0,0,0,0,1,0,0,0,0,0,0,1,2.99,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,2017,0.0,12.5,159.82,0,0,0,0,0,0,0,0,0,0,1,0,828,13148,5003769
10183,0,0,0,0,1,0,0,0,0,0,0,0,0,10.99,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,2017,0.0,10.0,159.82,0,0,0,0,0,0,0,0,0,0,1,0,302,17102,7675217
10184,0,0,0,0,0,1,0,0,0,0,0,0,1,2.99,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2017,0.0,30.0,159.82,0,0,0,0,0,0,0,0,0,0,1,0,655,18707,6663394
10185,0,0,1,0,0,0,0,0,0,0,0,0,1,10.99,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2017,0.0,16.5,159.82,0,0,0,0,0,0,0,0,0,0,1,0,919,19195,2207776
10186,0,0,0,0,0,0,0,0,1,0,0,0,1,10.99,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,2017,0.0,21.0,159.82,0,0,0,0,0,0,0,0,0,0,1,0,422,13148,5003769
10187,0,1,0,0,0,0,0,0,0,0,0,0,1,10.99,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2017,0.0,29.5,159.82,0,0,0,0,0,0,0,0,0,0,1,0,278,13148,5003769
10188,0,0,0,0,0,0,0,0,1,0,0,0,1,10.99,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,2017,0.0,11.0,159.82,0,0,0,0,0,0,0,0,0,0,1,0,841,17102,7675217
10189,1,0,0,0,0,0,0,0,1,0,0,0,1,10.99,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,2017,0.0,10.5,159.82,0,0,0,0,0,0,0,0,0,0,1,0,741,17102,7675217
10190,0,0,0,0,0,0,0,0,1,0,0,0,1,10.99,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2017,0.0,15.5,159.82,0,0,0,0,0,0,0,0,0,0,1,0,733,11818,1493898
10191,0,0,1,0,0,0,0,0,0,0,0,0,1,10.99,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,2017,0.0,12.5,159.82,0,0,0,0,0,0,0,0,0,0,1,0,39,11589,8414240
10192,0,0,1,0,0,0,0,0,0,0,0,0,1,10.99,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2017,0.0,29.0,159.82,0,0,0,0,0,0,0,0,0,0,1,0,425,13148,5003769
10193,1,0,0,0,1,0,0,0,0,0,0,0,1,10.99,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,2017,0.0,15.5,159.82,0,0,0,0,0,0,0,0,0,0,1,0,402,11589,8414240
10194,1,0,1,0,0,0,0,0,0,0,0,0,1,10.99,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,2017,0.0,37.5,159.82,0,0,0,0,0,0,0,0,0,0,1,0,723,11589,8414240
10195,0,0,0,0,1,0,0,0,0,0,0,0,1,10.99,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,2017,0.0,13.5,159.82,0,0,0,0,0,0,0,0,0,0,1,0,966,18707,6663394
10196,0,0,0,0,1,0,0,0,0,0,0,0,1,10.99,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,2017,0.0,15.0,159.82,0,0,0,0,0,0,0,0,0,0,1,0,580,13621,2699499
10197,0,0,0,0,1,0,0,0,0,0,0,0,1,10.99,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2017,0.0,12.5,159.82,0,0,0,0,0,0,0,0,0,0,1,0,418,15882,1319291
