,sex,master_channel_a,master_channel_f,master_channel_d,master_channel_ps,master_channel_gb,master_channel_de,master_channel_g,master_channel_s,master_channel_e,master_channel_b,master_channel_dd,newsletter,registration_payment,use_pickup_point,churned_1_month,email_domain_gc,email_domain_hc,email_domain_yc,email_domain_he,email_domain_other,email_domain_ye,email_domain_lc,email_domain_mc,email_domain_ic,email_domain_ce,email_domain_oe,email_domain_ge,email_domain_oc,email_domain_ae,with_promotion,is_lead,reg_year,days_from_first_click,age,box_satisfaction,reg_month_a,reg_month_b,reg_month_c,reg_month_d,reg_month_e,reg_month_f,reg_month_g,reg_month_h,reg_month_i,reg_month_j,reg_month_k,reg_month_l,random,income_per_region,population_per_region
4873,1,0,0,0,0,0,0,0,1,0,0,0,1,10.99,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,2017,0.0,11.5,169.44,0,0,0,0,0,1,0,0,0,0,0,0,371,11589,8414240
4874,0,0,1,0,0,0,0,0,0,0,0,0,1,10.99,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2017,0.0,11.0,169.44,0,0,0,0,0,1,0,0,0,0,0,0,525,17102,7675217
4875,0,0,1,0,0,0,0,0,0,0,0,0,1,10.99,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2017,0.0,15.5,169.44,0,0,0,0,0,1,0,0,0,0,0,0,259,17102,7675217
4876,0,1,0,0,0,0,0,0,0,0,0,0,1,10.99,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2017,0.0,9.0,169.44,0,0,0,0,0,1,0,0,0,0,0,0,789,17102,7675217
4877,0,0,0,0,0,0,0,0,0,1,0,0,1,10.99,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,2017,7.5,15.5,169.44,0,0,0,0,0,1,0,0,0,0,0,0,687,14638,2399548
4878,0,0,0,0,0,0,0,0,0,1,0,0,1,10.99,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,2017,0.5,18.0,169.44,0,0,0,0,0,1,0,0,0,0,0,0,578,18707,6663394
4879,0,0,0,0,0,0,1,0,0,0,0,0,1,10.99,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,2017,0.0,11.0,169.44,0,0,0,0,0,1,0,0,0,0,0,0,236,18707,6663394
4880,0,0,0,0,0,0,0,0,1,0,0,0,1,10.99,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,2017,0.0,16.0,169.44,0,0,0,0,0,1,0,0,0,0,0,0,300,17948,654214
4881,0,0,0,0,1,0,0,0,0,0,0,0,1,10.99,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,2017,29.5,14.5,169.44,0,0,0,0,0,1,0,0,0,0,0,0,685,17102,7675217
4882,0,0,0,0,0,0,1,0,0,0,0,0,1,10.99,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,2017,7.5,11.0,169.44,0,0,0,0,0,1,0,0,0,0,0,0,258,17102,7675217
4883,0,0,0,0,0,0,0,0,1,0,0,0,1,10.99,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,2017,6.0,24.0,169.44,0,0,0,0,0,1,0,0,0,0,0,0,5,11589,8414240
4884,0,0,0,1,0,0,0,0,0,0,0,0,1,10.99,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,2017,0.0,13.0,169.44,0,0,0,0,0,1,0,0,0,0,0,0,391,17102,7675217
4885,1,0,0,1,0,0,0,0,0,0,0,0,1,10.99,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2017,0.0,19.5,169.44,0,0,0,0,0,1,0,0,0,0,0,0,321,11589,8414240
4886,0,1,0,0,0,0,0,0,0,0,0,0,1,10.99,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,2017,110.0,16.0,169.44,0,0,0,0,0,1,0,0,0,0,0,0,908,11589,8414240
4887,0,0,0,0,1,0,0,0,0,0,0,0,1,10.99,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,2017,0.0,13.5,169.44,0,0,0,0,0,1,0,0,0,0,0,0,572,13148,5003769
4888,1,0,0,0,1,0,0,0,0,0,0,0,1,10.99,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,2017,160.25,12.0,169.44,0,0,0,0,0,1,0,0,0,0,0,0,70,18707,6663394
4889,1,1,0,0,0,0,0,0,0,0,0,0,1,10.99,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,2017,0.0,14.0,169.44,0,0,0,0,0,1,0,0,0,0,0,0,784,11589,8414240
4890,0,1,0,0,0,0,0,0,0,0,0,0,1,10.99,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2017,0.0,20.5,169.44,0,0,0,0,0,1,0,0,0,0,0,0,388,17102,7675217
4891,0,0,0,0,0,0,0,0,1,0,0,0,1,10.99,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,2017,0.25,12.0,169.44,0,0,0,0,0,1,0,0,0,0,0,0,862,11589,8414240
4892,0,0,0,0,0,0,0,0,1,0,0,0,1,10.99,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2017,0.0,11.5,169.44,0,0,0,0,0,1,0,0,0,0,0,0,428,13621,2699499
4893,1,1,0,0,0,0,0,0,0,0,0,0,1,10.99,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2017,0.0,16.5,169.44,0,0,0,0,0,1,0,0,0,0,0,0,148,19195,2207776
4894,1,0,0,0,1,0,0,0,0,0,0,0,0,10.99,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2017,0.25,16.0,169.44,0,0,0,0,0,1,0,0,0,0,0,0,195,14638,2399548
4895,0,0,0,0,0,0,0,0,1,0,0,0,1,10.99,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,2017,0.25,14.5,169.44,0,0,0,0,0,1,0,0,0,0,0,0,373,11589,8414240
4896,0,0,0,0,0,0,0,0,1,0,0,0,1,10.99,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,2017,0.0,23.5,169.44,0,0,0,0,0,1,0,0,0,0,0,0,860,13621,2699499
4897,0,1,0,0,0,0,0,0,0,0,0,0,1,10.99,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,2017,1.0,23.5,169.44,0,0,0,0,0,1,0,0,0,0,0,0,344,11589,8414240
4898,0,1,0,0,0,0,0,0,0,0,0,0,1,10.99,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,2017,0.0,17.5,169.44,0,0,0,0,0,1,0,0,0,0,0,0,636,13148,5003769
4899,1,0,0,0,1,0,0,0,0,0,0,0,1,10.99,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,2017,0.0,21.5,169.44,0,0,0,0,0,1,0,0,0,0,0,0,539,18707,6663394
4900,0,0,0,0,1,0,0,0,0,0,0,0,1,10.99,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2017,0.0,31.0,169.44,0,0,0,0,0,1,0,0,0,0,0,0,661,13148,5003769
4902,0,0,0,0,0,0,0,0,0,1,0,0,1,10.99,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,2017,0.0,21.0,169.44,0,0,0,0,0,1,0,0,0,0,0,0,175,14584,581078
4903,0,0,0,0,0,0,0,0,1,0,0,0,1,10.99,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,2017,0.0,12.5,169.44,0,0,0,0,0,1,0,0,0,0,0,0,817,18707,6663394
4904,1,0,0,0,1,0,0,0,0,0,0,0,1,10.99,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2017,0.0,14.5,169.44,0,0,0,0,0,1,0,0,0,0,0,0,462,18707,6663394
4905,0,1,0,0,0,0,0,0,0,0,0,0,0,10.99,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2017,1.75,20.5,169.44,0,0,0,0,0,1,0,0,0,0,0,0,257,18707,6663394
4906,1,0,0,1,0,0,0,0,0,0,0,0,1,10.99,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,2017,0.0,12.0,169.44,0,0,0,0,0,1,0,0,0,0,0,0,831,11589,8414240
4907,1,1,0,0,0,0,0,0,0,0,0,0,1,10.99,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2017,0.0,12.5,169.44,0,0,0,0,0,1,0,0,0,0,0,0,965,18707,6663394
4908,0,0,0,0,0,0,0,0,0,1,0,0,1,10.99,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2017,0.0,17.0,169.44,0,0,0,0,0,1,0,0,0,0,0,0,706,13148,5003769
4909,0,0,0,0,0,0,0,0,1,0,0,0,1,10.99,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,2017,13.75,14.0,169.44,0,0,0,0,0,1,0,0,0,0,0,0,146,13148,5003769
4910,1,0,1,0,0,0,0,0,0,0,0,0,1,10.99,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2017,0.0,17.0,169.44,0,0,0,0,0,1,0,0,0,0,0,0,479,11589,8414240
4911,1,0,0,0,1,0,0,0,0,0,0,0,1,10.99,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,2017,0.0,19.5,169.44,0,0,0,0,0,1,0,0,0,0,0,0,800,18707,6663394
4912,0,0,0,0,0,0,0,0,0,1,0,0,0,10.99,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,2017,5.5,18.0,169.44,0,0,0,0,0,1,0,0,0,0,0,0,138,17102,7675217
4913,0,0,0,0,0,1,0,0,0,0,0,0,1,2.99,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,2017,0.75,14.0,169.44,0,0,0,0,0,1,0,0,0,0,0,0,470,18707,6663394
4914,0,0,0,0,0,1,0,0,0,0,0,0,1,2.99,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,2017,0.0,23.5,169.44,0,0,0,0,0,1,0,0,0,0,0,0,610,18707,6663394
4915,0,0,0,1,0,0,0,0,0,0,0,0,1,10.99,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2017,1.5,13.0,169.44,0,0,0,0,0,1,0,0,0,0,0,0,914,14638,2399548
4916,1,0,0,0,0,1,0,0,0,0,0,0,1,2.99,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,2017,0.0,16.5,169.44,0,0,0,0,0,1,0,0,0,0,0,0,578,13621,2699499
4917,0,0,0,0,0,0,0,0,1,0,0,0,1,10.99,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,2017,0.0,17.0,169.44,0,0,0,0,0,1,0,0,0,0,0,0,579,12401,2032863
4918,0,1,0,0,0,0,0,0,0,0,0,0,1,10.99,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2017,0.0,11.5,169.44,0,0,0,0,0,1,0,0,0,0,0,0,128,18707,6663394
4919,0,0,0,0,0,0,0,0,0,1,0,0,1,10.99,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2017,0.0,19.0,169.44,0,0,0,0,0,1,0,0,0,0,0,0,817,12401,2032863
4920,0,0,1,0,0,0,0,0,0,0,0,0,1,10.99,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2017,0.0,15.5,169.44,0,0,0,0,0,1,0,0,0,0,0,0,901,15882,1319291
4921,0,0,0,0,0,1,0,0,0,0,0,0,1,2.99,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2017,0.25,10.0,169.44,0,0,0,0,0,1,0,0,0,0,0,0,891,11310,1067710
4922,0,0,0,0,0,0,0,0,0,1,0,0,1,10.99,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,2017,0.25,14.0,169.44,0,0,0,0,0,1,0,0,0,0,0,0,300,14903,1022800
4923,0,0,0,0,0,0,0,0,1,0,0,0,1,10.99,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,2017,0.25,14.0,169.44,0,0,0,0,0,1,0,0,0,0,0,0,209,15882,1319291
4924,1,0,0,0,1,0,0,0,0,0,0,0,1,10.99,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,2017,0.0,16.5,169.44,0,0,0,0,0,1,0,0,0,0,0,0,662,18707,6663394
4925,0,0,0,0,0,0,0,0,0,1,0,0,1,10.99,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,2017,0.0,16.5,169.44,0,0,0,0,0,1,0,0,0,0,0,0,93,12401,2032863
4926,0,0,0,0,0,1,0,0,0,0,0,0,1,2.99,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,2017,0.0,12.5,169.44,0,0,0,0,0,1,0,0,0,0,0,0,758,17102,7675217
4927,0,0,0,0,0,0,0,0,1,0,0,0,1,10.99,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,2017,0.0,18.0,169.44,0,0,0,0,0,1,0,0,0,0,0,0,434,17102,7675217
4928,0,0,1,0,0,0,0,0,0,0,0,0,1,10.99,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,2017,0.0,25.0,169.44,0,0,0,0,0,1,0,0,0,0,0,0,326,17102,7675217
4929,0,0,0,1,0,0,0,0,0,0,0,0,1,10.99,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,2017,0.0,14.5,169.44,0,0,0,0,0,1,0,0,0,0,0,0,747,11589,8414240
4930,0,0,0,0,1,0,0,0,0,0,0,0,1,10.99,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,2017,0.0,17.0,169.44,0,0,0,0,0,1,0,0,0,0,0,0,402,13148,5003769
4931,1,1,0,0,0,0,0,0,0,0,0,0,1,10.99,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,2017,0.0,20.0,169.44,0,0,0,0,0,1,0,0,0,0,0,0,601,18707,6663394
4932,0,0,0,0,0,0,0,1,0,0,0,0,1,0.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2017,0.0,15.5,169.44,0,0,0,0,0,1,0,0,0,0,0,0,74,17102,7675217
4933,1,0,0,0,0,1,0,0,0,0,0,0,1,2.99,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2017,0.0,12.0,169.44,0,0,0,0,0,1,0,0,0,0,0,0,820,14584,581078
4934,1,0,0,1,0,0,0,0,0,0,0,0,1,10.99,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2017,0.0,19.5,169.44,0,0,0,0,0,1,0,0,0,0,0,0,242,11589,8414240
4935,1,0,0,0,0,0,0,0,1,0,0,0,1,10.99,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,2017,18.75,15.5,169.44,0,0,0,0,0,1,0,0,0,0,0,0,581,19195,2207776
4936,0,0,0,0,0,0,0,0,1,0,0,0,1,10.99,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2017,0.0,14.0,169.44,0,0,0,0,0,1,0,0,0,0,0,0,717,18707,6663394
4937,0,1,0,0,0,0,0,0,0,0,0,0,1,10.99,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,2017,0.0,14.5,169.44,0,0,0,0,0,1,0,0,0,0,0,0,626,17102,7675217
4938,0,0,0,0,0,1,0,0,0,0,0,0,1,2.99,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2017,0.0,15.5,169.44,0,0,0,0,0,1,0,0,0,0,0,0,751,19195,2207776
4939,0,0,0,0,1,0,0,0,0,0,0,0,0,10.99,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,2017,0.0,13.5,169.44,0,0,0,0,0,1,0,0,0,0,0,0,748,13148,5003769
4940,0,0,0,0,0,0,0,0,1,0,0,0,1,10.99,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,2017,0.0,12.0,169.44,0,0,0,0,0,1,0,0,0,0,0,0,807,17102,7675217
4941,0,1,0,0,0,0,0,0,0,0,0,0,1,10.99,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2017,0.0,21.0,169.44,0,0,0,0,0,1,0,0,0,0,0,0,657,11589,8414240
4942,1,0,0,0,1,0,0,0,0,0,0,0,1,10.99,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,2017,25.5,13.0,169.44,0,0,0,0,0,1,0,0,0,0,0,0,283,18707,6663394
4943,0,0,0,0,0,0,0,0,1,0,0,0,1,10.99,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,2017,0.25,14.0,169.44,0,0,0,0,0,1,0,0,0,0,0,0,274,13148,5003769
4944,1,0,0,0,1,0,0,0,0,0,0,0,1,10.99,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,2017,0.25,13.0,169.44,0,0,0,0,0,1,0,0,0,0,0,0,699,11589,8414240
4945,0,0,0,0,0,0,0,0,1,0,0,0,1,10.99,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,2017,0.0,12.0,169.44,0,0,0,0,0,1,0,0,0,0,0,0,348,19195,2207776
4947,0,0,0,1,0,0,0,0,0,0,0,0,0,10.99,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,2017,0.0,24.0,169.44,0,0,0,0,0,1,0,0,0,0,0,0,395,14584,581078
4949,0,0,0,0,1,0,0,0,0,0,0,0,1,10.99,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,2017,0.75,16.5,169.44,0,0,0,0,0,1,0,0,0,0,0,0,365,11589,8414240
4951,0,0,0,0,1,0,0,0,0,0,0,0,1,10.99,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,2017,0.0,16.5,169.44,0,0,0,0,0,1,0,0,0,0,0,0,114,13148,5003769
4952,0,0,0,0,0,0,0,0,1,0,0,0,1,10.99,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,2017,0.0,13.0,169.44,0,0,0,0,0,1,0,0,0,0,0,0,554,14903,1022800
4953,1,0,0,1,0,0,0,0,0,0,0,0,1,10.99,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2017,0.0,15.0,169.44,0,0,0,0,0,1,0,0,0,0,0,0,238,11589,8414240
4954,0,0,0,0,1,0,0,0,0,0,0,0,1,10.99,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,2017,0.25,26.5,169.44,0,0,0,0,0,1,0,0,0,0,0,0,388,11589,8414240
4955,0,0,0,0,0,1,0,0,0,0,0,0,1,2.99,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,2017,0.25,24.5,169.44,0,0,0,0,0,1,0,0,0,0,0,0,213,17102,7675217
4957,1,0,0,0,0,1,0,0,0,0,0,0,1,2.99,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2017,0.0,15.5,169.44,0,0,0,0,0,1,0,0,0,0,0,0,539,13148,5003769
4958,0,0,0,0,0,1,0,0,0,0,0,0,1,2.99,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2017,0.0,20.0,169.44,0,0,0,0,0,1,0,0,0,0,0,0,390,17948,654214
4959,1,0,0,0,0,0,0,0,0,1,0,0,1,10.99,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,2017,0.0,21.0,169.44,0,0,0,0,0,1,0,0,0,0,0,0,652,15251,316798
4960,0,0,0,1,0,0,0,0,0,0,0,0,1,10.99,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2017,0.0,13.5,169.44,0,0,0,0,0,1,0,0,0,0,0,0,278,13148,5003769
4961,0,0,0,1,0,0,0,0,0,0,0,0,1,20.99,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2017,0.0,20.0,169.44,0,0,0,0,0,1,0,0,0,0,0,0,470,14903,1022800
4962,0,0,0,0,0,0,1,0,0,0,0,0,1,10.99,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,2017,0.0,16.5,169.44,0,0,0,0,0,1,0,0,0,0,0,0,361,13148,5003769
4963,0,0,0,0,0,0,1,0,0,0,0,0,1,10.99,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,2017,0.25,17.5,169.44,0,0,0,0,0,1,0,0,0,0,0,0,135,11589,8414240
4964,0,0,0,0,0,0,1,0,0,0,0,0,0,10.99,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,2017,0.25,11.5,169.44,0,0,0,0,0,1,0,0,0,0,0,0,718,11589,8414240
4965,0,1,0,0,0,0,0,0,0,0,0,0,1,10.99,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2017,0.0,14.0,169.44,0,0,0,0,0,1,0,0,0,0,0,0,564,11818,1493898
4966,0,1,0,0,0,0,0,0,0,0,0,0,1,10.99,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,2017,2.25,16.0,169.44,0,0,0,0,0,1,0,0,0,0,0,0,161,11589,8414240
4967,1,0,0,0,0,0,1,0,0,0,0,0,1,10.99,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,2017,0.0,28.0,169.44,0,0,0,0,0,1,0,0,0,0,0,0,202,15882,1319291
4968,0,0,0,0,1,0,0,0,0,0,0,0,1,10.99,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,2017,0.0,12.5,169.44,0,0,0,0,0,1,0,0,0,0,0,0,264,13148,5003769
4969,0,0,0,0,1,0,0,0,0,0,0,0,1,20.99,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2017,0.0,24.0,169.44,0,0,0,0,0,1,0,0,0,0,0,0,620,14584,581078
4970,0,0,1,0,0,0,0,0,0,0,0,0,1,10.99,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2017,0.0,11.5,169.44,0,0,0,0,0,1,0,0,0,0,0,0,21,11589,8414240
4971,0,0,0,0,1,0,0,0,0,0,0,0,1,10.99,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2017,0.0,14.0,169.44,0,0,0,0,0,1,0,0,0,0,0,0,529,17102,7675217
4972,0,0,0,0,0,0,0,0,1,0,0,0,0,10.99,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,2017,0.0,11.5,169.44,0,0,0,0,0,1,0,0,0,0,0,0,908,18707,6663394
4973,1,1,0,0,0,0,0,0,0,0,0,0,1,10.99,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,2017,0.0,22.0,169.44,0,0,0,0,0,1,0,0,0,0,0,0,761,11589,8414240
4974,0,0,0,1,0,0,0,0,0,0,0,0,1,10.99,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,2017,10.25,19.5,169.44,0,0,0,0,0,1,0,0,0,0,0,0,330,13148,5003769
4975,0,0,1,0,0,0,0,0,0,0,0,0,1,10.99,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,2017,0.0,16.5,169.44,0,0,0,0,0,1,0,0,0,0,0,0,842,11589,8414240
4976,0,0,0,0,1,0,0,0,0,0,0,0,1,10.99,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2017,7.25,29.0,169.44,0,0,0,0,0,1,0,0,0,0,0,0,304,13148,5003769
4978,1,1,0,0,0,0,0,0,0,0,0,0,1,10.99,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,2017,0.0,23.0,169.44,0,0,0,0,0,1,0,0,0,0,0,0,298,11310,1067710
4979,0,0,0,1,0,0,0,0,0,0,0,0,1,10.99,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,2017,0.0,12.5,169.44,0,0,0,0,0,1,0,0,0,0,0,0,791,17102,7675217
4980,0,0,0,0,0,0,1,0,0,0,0,0,1,10.99,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,2017,0.0,11.5,169.44,0,0,0,0,0,1,0,0,0,0,0,0,349,11589,8414240
4981,0,0,0,0,0,0,0,0,1,0,0,0,1,10.99,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,2017,0.0,21.5,169.44,0,0,0,0,0,1,0,0,0,0,0,0,163,18707,6663394
4982,0,1,0,0,0,0,0,0,0,0,0,0,1,10.99,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,2017,0.0,18.5,169.44,0,0,0,0,0,1,0,0,0,0,0,0,496,13148,5003769
4983,0,1,0,0,0,0,0,0,0,0,0,0,1,10.99,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,2017,0.0,18.5,169.44,0,0,0,0,0,1,0,0,0,0,0,0,994,14903,1022800
4984,1,1,0,0,0,0,0,0,0,0,0,0,1,10.99,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2017,0.0,22.0,169.44,0,0,0,0,0,1,0,0,0,0,0,0,942,11310,1067710
4985,0,0,0,0,0,0,0,0,1,0,0,0,1,10.99,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,2017,0.0,11.0,169.44,0,0,0,0,0,1,0,0,0,0,0,0,997,11589,8414240
4986,0,0,0,1,0,0,0,0,0,0,0,0,1,10.99,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,2017,0.0,16.0,169.44,0,0,0,0,0,1,0,0,0,0,0,0,828,17102,7675217
4987,0,0,0,0,0,0,1,0,0,0,0,0,1,10.99,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,2017,0.0,16.5,169.44,0,0,0,0,0,1,0,0,0,0,0,0,598,12401,2032863
4988,0,0,0,0,0,0,0,1,0,0,0,0,1,0.0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2017,9.0,27.5,169.44,0,0,0,0,0,1,0,0,0,0,0,0,901,13148,5003769
4989,0,0,0,1,0,0,0,0,0,0,0,0,1,10.99,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,2017,0.0,14.0,169.44,0,0,0,0,0,1,0,0,0,0,0,0,897,18707,6663394
4990,0,0,0,0,1,0,0,0,0,0,0,0,1,10.99,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,2017,0.0,20.0,169.44,0,0,0,0,0,1,0,0,0,0,0,0,373,11589,8414240
4991,0,0,0,0,0,0,0,0,0,1,0,0,1,10.99,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,2017,77.5,15.0,169.44,0,0,0,0,0,1,0,0,0,0,0,0,221,18707,6663394
4992,0,0,0,0,0,0,0,0,0,1,0,0,0,10.99,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,2017,4.0,18.5,169.44,0,0,0,0,0,1,0,0,0,0,0,0,756,12401,2032863
4993,0,0,0,0,0,0,0,0,0,1,0,0,1,10.99,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,2017,0.0,13.0,169.44,0,0,0,0,0,1,0,0,0,0,0,0,545,12401,2032863
4994,0,0,0,0,0,0,0,0,0,1,0,0,1,10.99,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,2017,0.0,12.0,169.44,0,0,0,0,0,1,0,0,0,0,0,0,960,17102,7675217
