,sex,master_channel,newsletter,registration_payment,use_pickup_point,churned_1_month,email_domain,with_promotion,is_lead,reg_year,days_from_first_click,age,box_satisfaction,reg_month,random,income_per_region,population_per_region
20317,0,ps,0.0,10.99,1.0,1,other,1,0,2019,0.0,13.0,167.78,c,213,14638,2399548
20318,1,e,0.0,10.99,1.0,1,gc,1,1,2019,0.0,16.0,167.78,c,542,13148,5003769
20319,1,f,0.0,10.99,0.0,0,gc,1,0,2019,0.0,23.5,167.78,c,645,11589,8414240
20320,0,ps,1.0,10.99,0.0,1,gc,1,1,2019,0.0,13.5,167.78,c,594,17102,7675217
20321,1,e,0.0,10.99,0.0,1,hc,1,1,2019,0.0,21.0,167.78,c,155,13148,5003769
20322,1,a,1.0,10.99,0.0,1,ye,1,0,2019,0.0,22.0,167.78,c,85,11818,1493898
20323,1,a,1.0,10.99,1.0,1,gc,1,0,2019,0.0,25.0,167.78,c,840,11310,1067710
20324,1,f,1.0,10.99,0.0,0,hc,1,1,2019,24.75,19.5,167.78,c,478,13148,5003769
20325,0,ps,1.0,10.99,0.0,1,gc,1,1,2019,0.0,20.0,167.78,c,596,14903,1022800
20326,0,f,1.0,10.99,0.0,0,gc,1,0,2019,0.75,18.0,167.78,c,452,18707,6663394
20327,0,s,0.0,10.99,0.0,0,hc,1,1,2019,0.0,13.0,167.78,c,108,17102,7675217
20328,0,s,0.0,10.99,0.0,1,hc,1,1,2019,0.0,14.0,167.78,c,482,13148,5003769
20329,0,gb,0.0,0.0,0.0,0,ye,1,0,2019,0.0,17.0,167.78,c,695,11818,1493898
20330,1,f,0.0,10.99,1.0,1,gc,1,0,2019,0.0,20.0,167.78,c,525,11818,1493898
20331,1,ps,0.0,10.99,0.0,1,hc,1,0,2019,0.25,17.5,167.78,c,554,18707,6663394
20332,1,e,0.0,10.99,0.0,1,gc,1,0,2019,0.0,11.0,167.78,c,945,18707,6663394
20333,0,s,0.0,10.99,0.0,1,he,1,1,2019,0.0,21.5,167.78,c,928,18707,6663394
20334,0,s,0.0,10.99,1.0,0,gc,1,1,2019,0.0,12.0,167.78,c,827,18707,6663394
20335,0,s,0.0,10.99,0.0,1,gc,1,1,2019,0.0,11.0,167.78,c,711,18707,6663394
20336,0,s,0.0,10.99,0.0,0,gc,1,1,2019,0.0,17.0,167.78,c,741,18707,6663394
20337,1,s,0.0,10.99,0.0,1,gc,1,1,2019,0.0,18.0,167.78,c,997,18707,6663394
20338,0,e,0.0,10.99,0.0,0,hc,1,1,2019,10.5,20.0,167.78,c,383,14903,1022800
20339,0,ps,0.0,10.99,0.0,1,gc,1,1,2019,0.0,11.0,167.78,c,704,14903,1022800
20340,0,s,0.0,10.99,0.0,1,he,1,1,2019,0.0,29.5,167.78,c,248,17102,7675217
20341,0,s,1.0,10.99,0.0,0,gc,1,1,2019,0.0,19.0,167.78,c,25,12401,2032863
20342,1,a,0.0,10.99,0.0,0,other,1,0,2019,0.0,25.0,167.78,c,533,11589,8414240
20343,0,f,1.0,10.99,0.0,1,gc,1,0,2019,118.0,18.0,167.78,c,78,18707,6663394
20344,1,a,1.0,10.99,0.0,0,gc,1,0,2019,0.0,19.0,167.78,c,194,11589,8414240
20345,0,a,0.0,10.99,1.0,0,gc,1,0,2019,0.25,14.0,167.78,c,639,15882,1319291
20346,1,a,0.0,10.99,0.0,1,gc,1,0,2019,7.0,19.0,167.78,c,523,11589,8414240
20347,0,dd,0.0,10.99,0.0,1,hc,1,0,2019,0.0,16.5,167.78,c,22,17102,7675217
20348,0,a,0.0,10.99,0.0,1,hc,1,1,2019,0.5,16.5,167.78,c,729,11589,8414240
20349,0,e,1.0,10.99,0.0,0,hc,1,1,2019,0.0,19.5,167.78,c,191,18707,6663394
20350,1,e,1.0,10.99,0.0,0,oe,1,1,2019,0.0,13.0,167.78,c,854,11589,8414240
20351,1,e,1.0,10.99,0.0,0,other,1,1,2019,0.0,22.5,167.78,c,297,17102,7675217
20352,0,a,0.0,10.99,0.0,0,hc,1,0,2019,0.0,16.5,167.78,c,146,14903,1022800
20353,0,s,0.0,10.99,0.0,1,gc,1,1,2019,0.0,16.0,167.78,c,719,12401,2032863
20354,0,s,1.0,10.99,0.0,1,gc,1,1,2019,0.0,12.0,167.78,c,477,18707,6663394
20355,0,s,0.0,10.99,0.0,1,gc,1,1,2019,0.0,11.0,167.78,c,413,14638,2399548
20356,0,e,1.0,10.99,0.0,0,gc,1,0,2019,0.0,19.0,167.78,c,131,12401,2032863
20357,1,gb,1.0,0.0,0.0,0,gc,1,1,2019,0.0,14.5,167.78,c,123,17102,7675217
20358,1,a,0.0,10.99,0.0,1,ge,1,0,2019,0.0,14.0,167.78,c,962,14638,2399548
20359,1,f,0.0,10.99,0.0,0,gc,1,0,2019,0.0,16.5,167.78,c,261,17102,7675217
20360,0,a,0.0,10.99,0.0,1,ge,1,0,2019,0.0,12.0,167.78,c,106,14638,2399548
20361,0,s,0.0,10.99,0.0,1,he,1,1,2019,0.0,12.0,167.78,c,530,18707,6663394
20362,0,s,1.0,10.99,0.0,1,ye,1,1,2019,1.5,19.5,167.78,c,566,11589,8414240
20363,0,s,1.0,10.99,0.0,1,hc,1,1,2019,0.25,13.0,167.78,c,472,11589,8414240
20364,0,f,1.0,10.99,0.0,0,he,1,0,2019,0.0,19.0,167.78,c,123,11589,8414240
20365,0,e,0.0,10.99,1.0,0,hc,1,1,2019,5.5,23.0,167.78,c,996,17102,7675217
20366,0,a,0.0,10.99,0.0,0,gc,1,0,2019,0.0,28.0,167.78,c,298,18707,6663394
20367,1,a,0.0,10.99,0.0,1,gc,1,0,2019,3.25,19.0,167.78,c,574,17102,7675217
20368,1,ps,1.0,10.99,0.0,0,other,1,0,2019,0.0,27.5,167.78,c,19,15882,1319291
20369,0,s,1.0,10.99,0.0,0,gc,1,1,2019,0.0,26.5,167.78,c,216,17102,7675217
20370,0,s,1.0,10.99,0.0,0,hc,1,1,2019,0.0,14.5,167.78,c,388,15356,1149460
20371,1,f,1.0,10.99,0.0,1,gc,1,0,2019,0.25,26.0,167.78,c,392,17102,7675217
20372,0,gb,1.0,0.0,0.0,1,gc,1,1,2019,0.0,25.0,167.78,c,253,17102,7675217
20373,0,s,1.0,10.99,0.0,1,other,1,1,2019,0.0,26.0,167.78,c,117,18707,6663394
20374,0,gb,0.0,0.0,0.0,1,hc,1,0,2019,0.0,17.0,167.78,c,108,19195,2207776
20375,1,f,1.0,10.99,0.0,0,gc,1,0,2019,0.0,30.0,167.78,c,179,11589,8414240
20376,1,e,0.0,10.99,0.0,1,hc,1,0,2019,0.0,28.5,167.78,c,583,11589,8414240
20377,0,a,1.0,10.99,0.0,1,gc,1,1,2019,0.0,18.0,167.78,c,905,18707,6663394
20378,1,dd,1.0,10.99,0.0,1,he,1,1,2019,0.5,19.0,167.78,c,270,18707,6663394
20379,0,s,0.0,10.99,0.0,1,gc,1,1,2019,0.25,33.0,167.78,c,585,13148,5003769
20380,0,e,1.0,10.99,0.0,1,gc,1,1,2019,19.25,20.5,167.78,c,345,11589,8414240
20381,0,ps,1.0,10.99,0.0,1,gc,1,1,2019,0.0,20.5,167.78,c,67,18707,6663394
20382,0,a,1.0,10.99,0.0,1,hc,1,0,2019,10.25,23.0,167.78,c,730,11589,8414240
20383,0,e,0.0,30.99,0.0,0,hc,1,1,2019,12.5,19.0,167.78,c,1000,17102,7675217
20384,0,gb,1.0,0.0,1.0,1,hc,1,0,2019,0.0,37.0,167.78,c,876,17102,7675217
20385,0,ps,0.0,10.99,0.0,1,other,1,0,2019,0.0,16.5,167.78,c,240,11589,8414240
20386,0,s,0.0,30.99,1.0,0,hc,1,1,2019,4.0,11.5,167.78,c,22,19195,2207776
20387,0,e,0.0,10.99,0.0,0,other,1,0,2019,0.0,33.5,167.78,c,925,13148,5003769
20388,0,e,0.0,10.99,0.0,0,gc,1,1,2019,67.0,15.0,167.78,c,933,19195,2207776
20389,1,f,0.0,10.99,0.0,1,oc,1,0,2019,31.75,23.5,167.78,c,99,18707,6663394
20390,0,s,1.0,10.99,0.0,1,gc,1,1,2019,0.0,9.5,167.78,c,458,18707,6663394
20391,1,s,0.0,10.99,0.0,0,gc,1,1,2019,0.0,12.5,167.78,c,509,14638,2399548
20392,1,gb,0.0,0.0,0.0,1,hc,1,0,2019,0.0,13.0,167.78,c,445,11589,8414240
20393,0,f,0.0,10.99,0.0,0,other,1,0,2019,0.0,15.5,167.78,c,636,19195,2207776
20394,0,gb,1.0,0.0,0.0,1,gc,1,0,2019,0.0,16.0,167.78,c,406,13148,5003769
20395,1,dd,1.0,10.99,0.0,0,oe,1,0,2019,0.0,10.5,167.78,c,162,17102,7675217
20396,0,ps,0.0,10.99,0.0,1,gc,1,0,2019,0.0,13.0,167.78,c,188,17948,654214
20397,0,a,0.0,10.99,0.0,0,gc,1,0,2019,0.0,16.0,167.78,c,736,13148,5003769
20398,0,gb,1.0,0.0,0.0,1,gc,1,0,2019,0.0,21.5,167.78,c,141,15882,1319291
20399,0,gb,0.0,0.0,0.0,0,gc,1,0,2019,0.0,25.0,167.78,c,460,13148,5003769
20400,1,gb,0.0,0.0,0.0,1,gc,1,1,2019,0.0,19.5,167.78,c,618,17948,654214
20401,1,f,0.0,10.99,0.0,0,he,1,1,2019,1.25,20.5,167.78,c,115,19195,2207776
20402,0,ps,0.0,10.99,0.0,1,gc,1,0,2019,0.0,18.0,167.78,c,438,13621,2699499
20403,0,f,0.0,10.99,0.0,1,ye,1,0,2019,0.0,20.0,167.78,c,263,19195,2207776
20404,0,ps,1.0,10.99,0.0,1,gc,1,0,2019,0.0,17.0,167.78,c,752,14584,581078
20405,0,gb,0.0,0.0,0.0,0,gc,1,0,2019,0.5,12.0,167.78,c,831,17948,654214
20406,1,ps,0.0,10.99,1.0,0,hc,1,1,2019,0.0,20.5,167.78,c,678,11589,8414240
20407,1,dd,0.0,10.99,0.0,1,gc,1,0,2019,0.0,17.5,167.78,c,351,17102,7675217
20408,0,ps,0.0,10.99,0.0,1,gc,1,0,2019,0.0,13.5,167.78,c,255,17948,654214
20409,0,f,0.0,10.99,0.0,1,hc,1,0,2019,0.0,14.5,167.78,c,724,14638,2399548
20410,1,f,0.0,10.99,0.0,1,ge,1,0,2019,0.0,32.0,167.78,c,450,14638,2399548
20411,1,f,0.0,10.99,0.0,1,gc,1,0,2019,0.0,36.5,167.78,c,188,19195,2207776
20412,0,f,0.0,10.99,0.0,1,gc,1,0,2019,0.0,18.5,167.78,c,401,12401,2032863
20413,0,s,0.0,10.99,0.0,0,hc,1,1,2019,0.0,32.0,167.78,c,509,17102,7675217
20414,0,ps,0.0,10.99,0.0,0,gc,1,0,2019,0.0,13.5,167.78,c,367,14638,2399548
20415,1,f,0.0,10.99,1.0,0,gc,1,0,2019,0.0,23.5,167.78,c,567,17102,7675217
20416,0,a,0.0,30.99,0.0,0,gc,1,0,2019,0.0,28.0,167.78,c,805,15882,1319291
20417,0,b,0.0,10.99,0.0,0,gc,1,1,2019,0.0,27.0,167.78,c,757,18707,6663394
20418,1,dd,0.0,10.99,0.0,1,gc,1,0,2019,0.0,22.0,167.78,c,556,17102,7675217
20419,0,a,1.0,10.99,0.0,0,yc,1,1,2019,0.25,21.0,167.78,c,910,18707,6663394
20420,0,a,0.0,10.99,0.0,1,oe,1,0,2019,0.0,14.0,167.78,c,511,17102,7675217
20421,0,a,1.0,10.99,0.0,1,gc,1,0,2019,0.0,17.0,167.78,c,750,14584,581078
20422,1,f,0.0,10.99,0.0,1,gc,1,0,2019,0.0,14.0,167.78,c,696,13148,5003769
20423,0,ps,0.0,10.99,0.0,0,gc,1,0,2019,0.0,28.0,167.78,c,900,17102,7675217
20424,1,f,1.0,10.99,0.0,0,gc,1,0,2019,0.0,10.5,167.78,c,628,14584,581078
20425,0,f,0.0,10.99,0.0,1,gc,1,0,2019,0.0,18.5,167.78,c,743,12401,2032863
20426,0,ps,1.0,10.99,0.0,1,gc,1,0,2019,0.0,22.0,167.78,c,884,11589,8414240
20427,0,e,1.0,10.99,0.0,1,gc,1,1,2019,22.0,10.0,167.78,c,484,11818,1493898
20428,0,a,0.0,10.99,0.0,1,gc,1,0,2019,10.5,14.5,167.78,c,139,18707,6663394
20429,0,a,1.0,10.99,1.0,1,ye,1,0,2019,0.0,22.5,167.78,c,528,11589,8414240
20430,0,a,0.0,10.99,0.0,0,hc,1,1,2019,0.0,16.0,167.78,c,650,11589,8414240
20431,0,ps,0.0,10.99,0.0,0,gc,1,0,2019,0.0,17.0,167.78,c,57,14903,1022800
20432,0,f,1.0,10.99,1.0,0,gc,1,0,2019,0.0,16.0,167.78,c,79,18707,6663394
20433,0,s,1.0,10.99,0.0,0,gc,1,1,2019,0.0,10.5,167.78,c,563,11589,8414240
20434,0,gb,0.0,0.0,0.0,1,hc,1,0,2019,0.5,16.5,167.78,c,647,13148,5003769
20435,0,g,1.0,0.0,0.0,0,hc,0,0,2019,7.25,36.5,167.78,c,485,18707,6663394
20436,0,s,1.0,10.99,0.0,0,other,1,1,2019,0.0,14.5,167.78,c,665,17102,7675217
20437,1,dd,0.0,10.99,0.0,1,he,1,0,2019,0.0,18.5,167.78,c,409,11589,8414240
20438,0,dd,1.0,10.99,0.0,0,hc,1,0,2019,0.0,21.5,167.78,c,903,14584,581078
20439,1,a,0.0,10.99,1.0,0,hc,1,0,2019,0.0,24.0,167.78,c,852,11589,8414240
20440,1,gb,0.0,0.0,1.0,1,hc,1,0,2019,0.0,19.5,167.78,c,165,18707,6663394
20441,0,a,1.0,10.99,0.0,0,ye,1,0,2019,0.0,22.5,167.78,c,398,17102,7675217
20442,1,f,0.0,10.99,0.0,1,hc,1,0,2019,0.0,11.0,167.78,c,733,17102,7675217
20443,0,f,0.0,10.99,0.0,1,gc,1,1,2019,0.0,11.0,167.78,c,773,17102,7675217
20444,0,a,0.0,10.99,0.0,1,ye,1,0,2019,0.25,18.5,167.78,c,716,19195,2207776
20445,1,ps,0.0,10.99,0.0,1,oe,1,0,2019,0.0,10.5,167.78,c,349,12401,2032863
20446,1,ps,1.0,10.99,0.0,1,gc,1,0,2019,0.0,15.5,167.78,c,726,18707,6663394
20447,0,s,1.0,10.99,0.0,1,gc,1,1,2019,2.75,12.0,167.78,c,920,18707,6663394
20448,1,e,1.0,10.99,0.0,0,he,1,1,2019,0.0,18.5,167.78,c,240,11589,8414240
20449,0,ps,1.0,10.99,0.0,0,gc,1,0,2019,5.0,11.5,167.78,c,654,17102,7675217
20450,0,s,1.0,10.99,0.0,0,hc,1,1,2019,0.0,23.5,167.78,c,286,17102,7675217
20451,0,e,1.0,30.99,0.0,0,hc,1,1,2019,0.0,27.0,167.78,c,179,17102,7675217
20452,1,s,0.0,10.99,0.0,0,hc,1,1,2019,0.0,19.0,167.78,c,713,13148,5003769
20453,1,a,1.0,10.99,0.0,1,gc,1,0,2019,0.0,17.0,167.78,c,875,17102,7675217
20454,0,e,1.0,30.99,0.0,0,hc,1,1,2019,0.0,17.0,167.78,c,461,14584,581078
20455,0,e,0.0,10.99,0.0,0,gc,1,1,2019,4.0,23.0,167.78,c,627,17102,7675217
20456,0,e,0.0,10.99,0.0,1,gc,1,1,2019,14.0,12.5,167.78,c,762,11589,8414240
20457,1,e,0.0,10.99,0.0,1,gc,1,1,2019,0.0,13.5,167.78,c,854,11589,8414240
20458,1,d,0.0,20.99,0.0,0,hc,0,0,2019,0.0,13.5,167.78,c,383,13621,2699499
20459,0,e,0.0,10.99,0.0,1,gc,1,1,2019,0.0,19.5,167.78,c,463,11589,8414240
20460,0,e,0.0,10.99,0.0,0,gc,1,1,2019,0.0,14.0,167.78,c,759,18707,6663394
20461,0,e,1.0,10.99,0.0,0,gc,1,1,2019,3.0,20.0,167.78,c,707,17102,7675217
20462,0,e,0.0,10.99,0.0,0,gc,1,1,2019,92.5,13.0,167.78,c,963,15251,316798
20463,0,e,0.0,10.99,0.0,1,hc,1,0,2019,0.0,22.0,167.78,c,996,11589,8414240
20464,0,e,1.0,10.99,0.0,0,hc,1,1,2019,0.0,14.0,167.78,c,324,17948,654214
20465,0,e,1.0,10.99,0.0,0,hc,1,1,2019,0.0,19.0,167.78,c,758,14903,1022800
20466,1,e,0.0,10.99,1.0,0,gc,1,0,2019,0.0,17.5,167.78,c,299,18707,6663394
20467,0,f,1.0,10.99,0.0,1,yc,1,0,2019,0.0,15.0,167.78,c,904,11589,8414240
20468,0,dd,1.0,10.99,0.0,1,gc,1,0,2019,0.0,17.5,167.78,c,697,11589,8414240
20469,1,e,0.0,10.99,0.0,1,he,1,0,2019,0.0,27.5,167.78,c,966,11310,1067710
20470,0,f,0.0,10.99,0.0,1,gc,1,0,2019,0.0,18.0,167.78,c,422,11310,1067710
20471,0,gb,0.0,0.0,0.0,0,hc,1,1,2019,0.0,15.5,167.78,c,842,11818,1493898
20472,0,dd,0.0,10.99,0.0,0,gc,1,1,2019,0.0,27.0,167.78,c,369,11589,8414240
20473,0,dd,0.0,10.99,0.0,1,yc,1,0,2019,0.0,24.0,167.78,c,983,18707,6663394
20474,0,dd,0.0,10.99,0.0,0,gc,1,1,2019,0.25,25.0,167.78,c,296,17102,7675217
20475,1,f,0.0,10.99,0.0,0,gc,1,0,2019,4.0,23.0,167.78,c,211,13621,2699499
20476,1,gb,0.0,0.0,0.0,1,hc,1,0,2019,0.0,20.0,167.78,c,974,15882,1319291
20477,0,a,1.0,10.99,0.0,1,gc,1,0,2019,0.0,10.0,167.78,c,651,15882,1319291
20478,1,ps,0.0,10.99,0.0,1,gc,1,0,2019,0.0,17.0,167.78,c,639,19195,2207776
20479,0,gb,1.0,0.0,0.0,1,gc,1,0,2019,1.0,20.5,167.78,c,702,18707,6663394
20480,0,a,0.0,30.99,0.0,0,hc,1,0,2019,29.75,17.5,167.78,c,976,18707,6663394
20481,0,e,0.0,10.99,0.0,1,mc,1,1,2019,0.0,19.0,167.78,c,875,17102,7675217
20482,0,e,0.0,10.99,0.0,0,gc,1,0,2019,31.25,14.0,167.78,c,872,11818,1493898
20483,0,s,1.0,10.99,0.0,0,gc,1,1,2019,0.0,27.0,167.78,c,907,18707,6663394
20484,0,e,1.0,10.99,0.0,1,hc,1,1,2019,0.0,16.0,167.78,c,392,11589,8414240
20485,0,f,1.0,20.99,0.0,1,gc,0,0,2019,161.0,16.0,167.78,c,527,13148,5003769
20486,0,e,0.0,10.99,0.0,1,he,1,1,2019,0.0,19.0,167.78,c,445,14638,2399548
20487,0,f,0.0,10.99,0.0,1,hc,1,0,2019,0.0,17.0,167.78,c,48,11589,8414240
20488,1,a,0.0,10.99,0.0,1,gc,1,0,2019,0.0,34.0,167.78,c,165,18707,6663394
20489,0,e,0.0,10.99,0.0,1,gc,1,0,2019,41.0,9.5,167.78,c,397,18707,6663394
20490,0,gb,1.0,0.0,0.0,1,ye,1,0,2019,0.0,26.0,167.78,c,244,14638,2399548
20491,0,a,0.0,10.99,0.0,1,gc,1,0,2019,0.0,34.5,167.78,c,624,18707,6663394
20492,1,e,0.0,10.99,0.0,1,gc,1,1,2019,4.75,15.5,167.78,c,57,13621,2699499
20493,1,f,0.0,10.99,1.0,0,hc,1,0,2019,0.0,18.0,167.78,c,326,18707,6663394
20494,0,ps,0.0,10.99,0.0,0,hc,1,0,2019,0.0,10.5,167.78,c,60,18707,6663394
20495,0,e,0.0,10.99,1.0,0,hc,1,1,2019,35.5,18.5,167.78,c,679,13148,5003769
20496,0,a,1.0,10.99,0.0,1,gc,1,1,2019,1.5,18.0,167.78,c,826,13148,5003769
20497,1,e,0.0,10.99,0.0,1,hc,1,0,2019,0.0,17.0,167.78,c,986,18707,6663394
20498,0,f,0.0,10.99,0.0,0,gc,1,0,2019,0.0,22.5,167.78,c,739,13148,5003769
20499,1,dd,0.0,10.99,0.0,0,gc,1,0,2019,0.0,13.5,167.78,c,44,18707,6663394
20500,0,f,0.0,10.99,0.0,1,oe,1,0,2019,0.0,16.0,167.78,c,908,12401,2032863
20501,0,f,0.0,10.99,0.0,1,oe,1,0,2019,0.0,18.0,167.78,c,833,12401,2032863
20502,1,f,0.0,10.99,0.0,1,gc,1,0,2019,0.0,20.0,167.78,c,990,11589,8414240
20503,1,f,1.0,10.99,0.0,0,gc,1,1,2019,0.25,14.0,167.78,c,887,17948,654214
20504,1,gb,0.0,0.0,0.0,1,gc,1,0,2019,0.0,18.0,167.78,c,335,18707,6663394
20505,1,f,0.0,10.99,0.0,1,ye,1,1,2019,0.0,27.0,167.78,c,501,11310,1067710
20506,1,f,1.0,10.99,0.0,1,hc,1,0,2019,0.0,17.0,167.78,c,768,17102,7675217
20507,0,a,0.0,30.99,0.0,0,hc,1,1,2019,5.25,23.0,167.78,c,371,11589,8414240
20508,1,f,1.0,10.99,0.0,1,gc,1,0,2019,0.0,14.5,167.78,c,932,11589,8414240
20509,0,a,1.0,10.99,0.0,1,gc,1,0,2019,0.0,14.5,167.78,c,34,14638,2399548
20510,0,dd,1.0,10.99,0.0,0,gc,1,0,2019,0.0,27.0,167.78,c,480,19195,2207776
20511,0,d,1.0,30.99,0.0,0,ye,0,0,2019,0.0,12.0,167.78,c,531,11589,8414240
20512,0,gb,1.0,0.0,0.0,1,gc,1,0,2019,0.0,17.5,167.78,c,747,11589,8414240
20513,0,dd,0.0,10.99,0.0,0,gc,1,0,2019,0.0,27.5,167.78,c,139,13148,5003769
20514,0,s,1.0,10.99,0.0,0,gc,1,1,2019,0.0,16.0,167.78,c,544,11589,8414240
20515,0,f,1.0,10.99,0.0,1,gc,1,0,2019,0.0,26.5,167.78,c,697,11589,8414240
20516,1,dd,0.0,10.99,0.0,1,gc,1,0,2019,0.0,29.0,167.78,c,453,17102,7675217
20517,0,d,0.0,20.99,0.0,0,other,0,0,2019,10.75,16.0,167.78,c,303,13148,5003769
20518,0,e,0.0,10.99,0.0,0,gc,1,1,2019,0.25,20.5,167.78,c,109,12401,2032863
20519,1,e,0.0,10.99,1.0,0,hc,1,0,2019,110.75,19.0,167.78,c,581,17102,7675217
20521,0,f,0.0,10.99,0.0,1,gc,1,0,2019,0.0,15.5,167.78,c,820,11589,8414240
20522,1,f,1.0,10.99,1.0,1,hc,1,0,2019,0.25,14.0,167.78,c,532,17102,7675217
20523,0,dd,0.0,30.99,0.0,0,other,1,0,2019,0.0,27.0,167.78,c,215,17102,7675217
20524,0,dd,1.0,10.99,0.0,1,gc,1,0,2019,0.0,29.5,167.78,c,259,13148,5003769
20525,0,d,0.0,20.99,0.0,0,lc,0,1,2019,0.0,29.0,167.78,c,228,15356,1149460
20526,0,e,1.0,10.99,0.0,1,gc,1,1,2019,51.75,18.0,167.78,c,698,12401,2032863
20527,0,s,1.0,10.99,0.0,1,gc,1,1,2019,0.0,13.0,167.78,c,500,13148,5003769
20528,0,dd,0.0,10.99,1.0,0,gc,1,1,2019,0.0,16.0,167.78,c,871,17102,7675217
20529,0,a,1.0,10.99,0.0,0,gc,1,0,2019,0.0,24.0,167.78,c,69,13148,5003769
20530,0,dd,1.0,10.99,0.0,0,he,1,1,2019,68.75,22.5,167.78,c,166,15356,1149460
20531,0,dd,0.0,10.99,0.0,1,hc,1,1,2019,0.0,19.5,167.78,c,161,11589,8414240
20532,1,f,1.0,10.99,0.0,0,gc,1,1,2019,0.0,22.5,167.78,c,988,12401,2032863
20533,1,a,1.0,10.99,0.0,1,gc,1,0,2019,0.0,16.0,167.78,c,435,17102,7675217
20534,0,e,0.0,10.99,0.0,0,gc,1,1,2019,0.5,12.0,167.78,c,595,11589,8414240
20535,0,f,0.0,10.99,0.0,0,gc,1,0,2019,0.0,28.0,167.78,c,93,11589,8414240
20536,1,f,1.0,10.99,0.0,1,gc,1,0,2019,0.0,12.5,167.78,c,268,18707,6663394
20537,0,ps,0.0,10.99,0.0,0,ic,1,0,2019,0.0,15.0,167.78,c,876,15882,1319291
20538,0,dd,1.0,10.99,0.0,0,other,1,0,2019,0.0,26.5,167.78,c,355,17102,7675217
20539,0,a,1.0,10.99,0.0,1,hc,1,0,2019,0.0,15.5,167.78,c,929,11310,1067710
20540,0,f,0.0,10.99,0.0,0,gc,1,1,2019,2.75,19.5,167.78,c,862,14638,2399548
20541,1,a,0.0,10.99,0.0,1,hc,1,0,2019,0.0,19.0,167.78,c,335,14638,2399548
20542,0,e,1.0,10.99,0.0,0,gc,1,1,2019,0.0,15.5,167.78,c,978,18707,6663394
20543,1,dd,1.0,10.99,0.0,0,gc,1,1,2019,0.0,28.5,167.78,c,458,13148,5003769
20544,1,dd,1.0,10.99,0.0,0,gc,1,1,2019,0.0,33.5,167.78,c,186,17102,7675217
20545,0,f,0.0,10.99,0.0,0,hc,1,0,2019,0.0,16.5,167.78,c,347,11589,8414240
20546,1,gb,1.0,0.0,0.0,1,gc,1,0,2019,0.0,16.5,167.78,c,934,13148,5003769
20547,0,gb,1.0,0.0,0.0,1,gc,1,0,2019,0.0,13.5,167.78,c,258,13148,5003769
20548,1,a,0.0,10.99,0.0,0,hc,1,0,2019,6.5,13.5,167.78,c,500,11589,8414240
20549,0,e,0.0,10.99,0.0,0,hc,1,1,2019,22.25,14.5,167.78,c,196,12401,2032863
20550,0,d,1.0,20.99,0.0,0,hc,0,0,2019,0.0,14.0,167.78,c,335,11589,8414240
20551,0,ps,0.0,10.99,1.0,0,gc,1,0,2019,0.0,20.5,167.78,c,823,14903,1022800
20552,0,ps,1.0,10.99,0.0,0,gc,1,0,2019,0.0,31.0,167.78,c,423,15251,316798
20553,0,f,0.0,10.99,0.0,1,hc,1,0,2019,0.0,22.5,167.78,c,995,14638,2399548
20554,0,a,0.0,10.99,0.0,0,gc,1,1,2019,0.0,24.5,167.78,c,326,11589,8414240
20555,0,a,0.0,10.99,0.0,1,gc,1,0,2019,0.0,18.0,167.78,c,316,17102,7675217
20556,0,a,1.0,10.99,0.0,1,ye,1,0,2019,0.0,16.0,167.78,c,964,11589,8414240
20557,0,dd,1.0,10.99,0.0,0,gc,1,0,2019,0.0,21.0,167.78,c,703,13148,5003769
20558,1,gb,0.0,0.0,0.0,1,hc,1,0,2019,0.0,9.5,167.78,c,157,11589,8414240
20559,0,f,0.0,10.99,0.0,0,gc,1,0,2019,0.5,15.0,167.78,c,195,11589,8414240
20560,0,a,0.0,30.99,0.0,0,gc,1,0,2019,0.0,24.5,167.78,c,426,14584,581078
20561,0,a,0.0,10.99,0.0,0,gc,1,0,2019,0.0,14.5,167.78,c,53,15882,1319291
20562,1,ps,0.0,10.99,1.0,1,hc,1,0,2019,0.0,21.5,167.78,c,31,19195,2207776
20563,0,b,1.0,10.99,0.0,1,gc,1,0,2019,0.25,12.0,167.78,c,906,17102,7675217
20564,0,a,1.0,10.99,0.0,0,gc,1,0,2019,0.0,25.0,167.78,c,871,13621,2699499
20565,1,dd,1.0,10.99,0.0,0,gc,1,0,2019,0.5,15.5,167.78,c,655,17102,7675217
20566,0,gb,1.0,0.0,0.0,1,gc,1,0,2019,0.0,23.0,167.78,c,524,13148,5003769
20567,0,gb,1.0,0.0,0.0,1,gc,1,0,2019,0.0,18.5,167.78,c,258,13148,5003769
20568,1,s,0.0,10.99,0.0,1,gc,1,1,2019,0.0,18.5,167.78,c,700,14903,1022800
20569,0,s,1.0,10.99,1.0,1,hc,1,1,2019,108.0,12.5,167.78,c,545,17102,7675217
20570,0,ps,0.0,10.99,0.0,1,gc,1,0,2019,0.0,10.5,167.78,c,988,11589,8414240
20571,0,f,1.0,10.99,0.0,1,gc,1,1,2019,0.0,13.5,167.78,c,877,11589,8414240
20572,1,gb,1.0,0.0,0.0,1,gc,1,0,2019,0.0,16.5,167.78,c,12,13148,5003769
20573,1,f,0.0,10.99,0.0,1,hc,1,1,2019,84.0,17.0,167.78,c,255,11589,8414240
