,sex,master_channel,newsletter,registration_payment,use_pickup_point,churned_1_month,email_domain,with_promotion,is_lead,reg_year,days_from_first_click,age,box_satisfaction,reg_month,random,income_per_region,population_per_region
2353,0,ps,1.0,10.99,0.0,1,gc,1,1,2017,0.0,10.0,159.18,c,380,17102,7675217
2354,1,f,1.0,10.99,0.0,1,other,1,0,2017,0.0,38.0,159.18,c,672,15882,1319291
2355,1,a,1.0,10.99,0.0,1,hc,1,0,2017,0.0,25.5,159.18,c,462,18707,6663394
2356,1,de,1.0,10.99,0.0,1,yc,1,0,2017,0.0,33.0,159.18,c,44,11818,1493898
2357,0,f,1.0,10.99,0.0,0,gc,1,1,2017,4.0,16.0,159.18,c,677,11589,8414240
2358,0,a,1.0,10.99,0.0,1,gc,1,1,2017,0.0,16.5,159.18,c,564,12401,2032863
2359,0,d,1.0,10.99,0.0,1,hc,1,1,2017,0.0,18.0,159.18,c,855,15882,1319291
2360,0,d,1.0,10.99,0.0,1,gc,1,1,2017,0.0,9.0,159.18,c,115,15882,1319291
2361,0,f,1.0,20.99,0.0,0,gc,0,0,2017,0.75,21.0,159.18,c,236,13148,5003769
2362,1,d,1.0,20.99,0.0,0,hc,0,0,2017,0.25,16.5,159.18,c,876,19195,2207776
2363,0,s,1.0,10.99,0.0,0,he,1,1,2017,0.0,24.0,159.18,c,956,14638,2399548
2366,1,s,1.0,10.99,0.0,0,gc,1,1,2017,3.25,13.0,159.18,c,934,11589,8414240
2367,0,a,1.0,10.99,0.0,0,gc,1,1,2017,0.0,16.0,159.18,c,187,11589,8414240
2368,1,a,1.0,10.99,0.0,1,gc,1,0,2017,0.0,15.5,159.18,c,579,18707,6663394
2370,0,f,1.0,10.99,0.0,0,other,1,0,2017,0.0,28.0,159.18,c,849,18707,6663394
2371,0,de,1.0,10.99,0.0,0,hc,1,1,2017,0.0,19.0,159.18,c,456,11589,8414240
2372,1,f,1.0,10.99,0.0,1,hc,1,0,2017,0.0,18.5,159.18,c,353,11589,8414240
2373,0,a,1.0,10.99,0.0,1,hc,1,0,2017,0.25,13.5,159.18,c,41,11589,8414240
2374,0,a,1.0,10.99,1.0,0,hc,1,0,2017,0.0,21.0,159.18,c,452,17102,7675217
2375,0,gb,1.0,2.99,0.0,1,gc,1,1,2017,6.75,17.5,159.18,c,399,18707,6663394
2376,0,s,1.0,10.99,0.0,0,gc,1,0,2017,0.0,13.0,159.18,c,250,17102,7675217
2377,0,a,1.0,10.99,0.0,1,hc,1,1,2017,0.0,16.5,159.18,c,393,14638,2399548
2378,0,e,0.0,10.99,0.0,0,ye,1,1,2017,13.5,24.0,159.18,c,484,13621,2699499
2379,0,e,0.0,10.99,0.0,0,ic,1,1,2017,0.0,21.0,159.18,c,739,14638,2399548
2380,0,e,1.0,10.99,0.0,1,gc,1,1,2017,0.0,20.5,159.18,c,589,14903,1022800
2381,1,e,1.0,10.99,0.0,1,other,1,1,2017,0.0,14.5,159.18,c,258,18707,6663394
2382,0,s,1.0,10.99,0.0,1,gc,1,0,2017,0.0,16.0,159.18,c,219,13148,5003769
2384,0,e,1.0,10.99,0.0,1,hc,1,1,2017,0.0,11.5,159.18,c,401,13148,5003769
2385,0,f,1.0,10.99,0.0,1,hc,1,0,2017,4.75,16.0,159.18,c,303,19195,2207776
2386,0,e,1.0,10.99,0.0,1,gc,1,1,2017,0.0,17.0,159.18,c,641,11589,8414240
2387,0,a,1.0,20.99,0.0,1,gc,0,1,2017,0.0,14.0,159.18,c,604,11589,8414240
2388,0,e,1.0,10.99,0.0,0,he,1,1,2017,0.0,11.5,159.18,c,306,11589,8414240
2389,1,d,0.0,10.99,0.0,0,gc,1,0,2017,0.0,25.5,159.18,c,12,15251,316798
2390,0,e,1.0,10.99,0.0,0,ye,1,1,2017,0.5,23.0,159.18,c,32,13621,2699499
2391,0,f,1.0,10.99,0.0,0,hc,1,1,2017,0.0,11.5,159.18,c,651,11310,1067710
2392,0,e,1.0,10.99,0.0,1,gc,1,1,2017,5.5,16.5,159.18,c,664,11589,8414240
2393,1,f,1.0,10.99,0.0,1,other,1,0,2017,0.0,17.0,159.18,c,452,13148,5003769
2394,1,f,1.0,10.99,0.0,1,other,1,0,2017,0.0,17.5,159.18,c,760,13148,5003769
2395,1,a,1.0,10.99,0.0,1,gc,1,1,2017,0.0,18.5,159.18,c,473,11310,1067710
2396,0,e,1.0,10.99,0.0,1,hc,1,1,2017,0.0,17.0,159.18,c,870,18707,6663394
2397,0,s,1.0,10.99,0.0,0,he,1,1,2017,0.0,19.5,159.18,c,837,15882,1319291
2398,0,gb,1.0,2.99,0.0,1,ye,1,0,2017,0.0,17.0,159.18,c,394,11589,8414240
2399,0,e,1.0,10.99,0.0,0,hc,1,1,2017,4.0,22.5,159.18,c,683,18707,6663394
2400,0,gb,1.0,2.99,0.0,1,gc,1,1,2017,0.0,18.0,159.18,c,25,11589,8414240
2401,0,s,1.0,10.99,0.0,1,gc,1,1,2017,0.0,17.0,159.18,c,222,14638,2399548
2402,0,f,1.0,10.99,0.0,1,oe,1,1,2017,0.0,14.0,159.18,c,222,18707,6663394
2403,1,a,1.0,10.99,0.0,0,hc,1,0,2017,0.0,29.5,159.18,c,836,13148,5003769
2404,0,e,1.0,10.99,0.0,0,gc,1,1,2017,16.75,12.0,159.18,c,351,18707,6663394
2405,0,e,1.0,10.99,0.0,1,hc,1,0,2017,0.0,19.5,159.18,c,961,15882,1319291
2406,0,ps,1.0,10.99,0.0,0,gc,1,1,2017,0.0,22.0,159.18,c,506,12401,2032863
2407,1,s,1.0,10.99,0.0,0,hc,1,1,2017,0.25,18.0,159.18,c,785,18707,6663394
2408,1,a,1.0,10.99,0.0,1,gc,1,1,2017,2.75,20.5,159.18,c,495,13148,5003769
2409,1,d,1.0,10.99,0.0,1,gc,1,1,2017,0.0,23.0,159.18,c,526,19195,2207776
2410,0,ps,1.0,10.99,0.0,0,gc,1,0,2017,3.5,15.5,159.18,c,951,11589,8414240
2411,1,f,1.0,10.99,0.0,1,other,1,1,2017,0.0,12.5,159.18,c,876,11589,8414240
2412,0,a,1.0,10.99,0.0,1,gc,1,0,2017,0.0,16.5,159.18,c,688,18707,6663394
2413,0,f,1.0,10.99,0.0,1,hc,1,0,2017,1.25,15.0,159.18,c,290,15882,1319291
2414,1,f,1.0,10.99,0.0,1,gc,1,0,2017,0.0,17.0,159.18,c,886,11310,1067710
2415,0,a,1.0,10.99,0.0,1,gc,1,0,2017,0.0,14.5,159.18,c,236,17102,7675217
2416,0,gb,1.0,2.99,0.0,1,hc,1,1,2017,0.0,13.5,159.18,c,882,14638,2399548
2417,0,s,1.0,10.99,0.0,1,oe,1,1,2017,0.0,18.0,159.18,c,788,11589,8414240
2418,0,a,1.0,10.99,0.0,0,hc,1,0,2017,0.75,17.0,159.18,c,125,14638,2399548
2419,1,ps,1.0,10.99,0.0,0,gc,1,1,2017,0.0,17.0,159.18,c,706,14638,2399548
2420,0,a,1.0,10.99,0.0,0,gc,1,0,2017,0.0,9.5,159.18,c,508,11589,8414240
2421,0,s,1.0,20.99,0.0,1,hc,0,1,2017,1.75,13.5,159.18,c,548,18707,6663394
2422,1,e,1.0,10.99,0.0,0,gc,1,1,2017,4.75,17.5,159.18,c,346,17102,7675217
2423,0,e,1.0,10.99,0.0,1,yc,1,1,2017,0.0,20.5,159.18,c,664,18707,6663394
2424,0,ps,1.0,10.99,0.0,1,hc,1,1,2017,0.0,26.0,159.18,c,324,12401,2032863
2425,1,de,1.0,10.99,0.0,0,hc,1,1,2017,0.0,21.0,159.18,c,772,13148,5003769
2426,0,a,1.0,10.99,0.0,1,gc,1,1,2017,0.0,16.5,159.18,c,87,14638,2399548
2427,0,f,1.0,10.99,0.0,1,hc,1,0,2017,0.0,16.0,159.18,c,767,11589,8414240
2428,0,d,1.0,10.99,0.0,0,gc,1,0,2017,12.25,13.0,159.18,c,388,17102,7675217
2429,0,gb,1.0,2.99,0.0,1,hc,1,0,2017,0.25,13.0,159.18,c,294,17102,7675217
2430,1,a,1.0,10.99,0.0,0,mc,1,0,2017,0.0,18.0,159.18,c,420,17948,654214
2431,1,a,1.0,10.99,0.0,1,gc,1,1,2017,0.0,14.0,159.18,c,77,11589,8414240
2435,1,f,1.0,10.99,0.0,1,hc,1,0,2017,0.0,15.0,159.18,c,846,13621,2699499
2436,0,gb,1.0,2.99,0.0,1,he,1,0,2017,0.0,19.0,159.18,c,753,18707,6663394
2437,0,a,1.0,10.99,0.0,1,hc,1,1,2017,0.0,35.5,159.18,c,314,12401,2032863
2438,0,e,1.0,10.99,0.0,1,hc,1,1,2017,14.25,22.5,159.18,c,592,11589,8414240
2440,0,d,1.0,10.99,0.0,1,hc,1,1,2017,0.25,27.5,159.18,c,591,13148,5003769
2441,0,d,1.0,10.99,0.0,1,gc,1,0,2017,0.0,23.5,159.18,c,296,14903,1022800
2442,1,s,0.0,10.99,0.0,0,ye,1,1,2017,0.0,22.5,159.18,c,242,11310,1067710
2444,0,d,1.0,10.99,0.0,0,gc,1,1,2017,34.5,21.5,159.18,c,281,18707,6663394
2445,1,s,1.0,10.99,0.0,1,hc,1,1,2017,0.0,17.0,159.18,c,675,18707,6663394
2446,1,ps,1.0,10.99,0.0,1,hc,1,1,2017,2.25,21.0,159.18,c,872,11589,8414240
2447,0,ps,1.0,10.99,0.0,0,gc,1,1,2017,0.0,23.5,159.18,c,459,11589,8414240
2449,0,ps,1.0,10.99,0.0,0,ye,1,1,2017,0.0,20.0,159.18,c,544,14903,1022800
2450,1,e,1.0,10.99,0.0,1,gc,1,1,2017,11.75,10.5,159.18,c,80,14638,2399548
2451,0,s,1.0,10.99,0.0,1,gc,1,1,2017,0.0,10.0,159.18,c,746,17102,7675217
2452,0,ps,1.0,10.99,0.0,1,oc,1,1,2017,0.25,13.0,159.18,c,881,18707,6663394
2454,1,f,1.0,10.99,0.0,1,gc,1,1,2017,1.75,11.5,159.18,c,224,14638,2399548
2455,0,de,1.0,10.99,0.0,0,hc,1,1,2017,4.0,16.0,159.18,c,305,17102,7675217
2456,1,e,1.0,10.99,0.0,1,he,1,1,2017,0.25,27.0,159.18,c,90,18707,6663394
2457,0,f,1.0,10.99,0.0,1,other,1,1,2017,0.0,17.0,159.18,c,760,18707,6663394
2458,1,a,1.0,10.99,0.0,1,gc,1,0,2017,0.0,19.0,159.18,c,345,11589,8414240
2459,0,a,1.0,10.99,0.0,1,hc,1,1,2017,0.0,15.0,159.18,c,682,12401,2032863
2460,0,ps,1.0,10.99,0.0,1,gc,1,1,2017,0.0,12.5,159.18,c,804,17102,7675217
2461,0,f,1.0,20.99,0.0,0,hc,0,0,2017,0.0,18.5,159.18,c,224,13148,5003769
2462,0,gb,1.0,2.99,0.0,1,gc,1,0,2017,0.25,12.5,159.18,c,379,11589,8414240
2463,0,ps,1.0,10.99,0.0,1,hc,1,1,2017,0.25,26.5,159.18,c,427,13148,5003769
2464,1,s,1.0,10.99,0.0,1,oe,1,0,2017,0.0,16.0,159.18,c,371,18707,6663394
2465,0,a,1.0,10.99,0.0,1,gc,1,1,2017,0.0,14.5,159.18,c,583,13148,5003769
2469,0,s,1.0,10.99,0.0,1,hc,1,1,2017,0.25,18.5,159.18,c,117,11818,1493898
2470,0,d,1.0,10.99,0.0,0,hc,1,1,2017,0.0,26.0,159.18,c,928,13621,2699499
2471,1,de,1.0,10.99,0.0,1,hc,1,1,2017,0.0,29.5,159.18,c,706,13148,5003769
2472,0,ps,1.0,10.99,0.0,1,ye,1,0,2017,0.0,18.0,159.18,c,527,17102,7675217
2473,0,ps,1.0,10.99,0.0,1,gc,1,1,2017,0.0,18.0,159.18,c,285,11589,8414240
2474,1,a,1.0,10.99,0.0,0,hc,1,0,2017,1.5,14.5,159.18,c,538,11589,8414240
2475,1,s,1.0,10.99,0.0,1,gc,1,0,2017,0.25,12.0,159.18,c,653,15882,1319291
2476,0,a,1.0,10.99,0.0,1,hc,1,0,2017,10.5,15.0,159.18,c,88,13621,2699499
2478,0,e,1.0,10.99,0.0,0,hc,1,1,2017,0.0,10.5,159.18,c,79,12401,2032863
2479,0,f,1.0,10.99,0.0,1,he,1,1,2017,13.5,40.0,159.18,c,856,18707,6663394
2480,1,f,1.0,10.99,0.0,1,gc,1,0,2017,0.0,15.5,159.18,c,583,13621,2699499
2481,1,f,1.0,10.99,0.0,1,oe,1,0,2017,0.0,15.5,159.18,c,100,13621,2699499
2482,0,gb,1.0,2.99,0.0,1,hc,1,1,2017,0.0,12.0,159.18,c,185,11589,8414240
2483,0,s,1.0,10.99,0.0,0,other,1,1,2017,0.0,18.5,159.18,c,407,14903,1022800
2484,1,f,1.0,10.99,0.0,1,gc,1,0,2017,0.25,11.0,159.18,c,540,17102,7675217
2485,1,d,1.0,10.99,0.0,1,oc,1,0,2017,0.0,16.0,159.18,c,700,13621,2699499
2486,0,ps,1.0,10.99,0.0,0,gc,1,1,2017,0.0,23.0,159.18,c,449,13621,2699499
2487,0,a,1.0,10.99,0.0,1,he,1,0,2017,0.0,16.0,159.18,c,455,13621,2699499
2488,0,ps,1.0,10.99,0.0,0,hc,1,0,2017,1.75,20.5,159.18,c,391,15251,316798
2489,1,gb,0.0,2.99,0.0,0,hc,1,0,2017,43.0,18.0,159.18,c,173,14903,1022800
2490,0,g,1.0,20.99,0.0,0,gc,0,0,2017,0.25,17.0,159.18,c,269,17102,7675217
2491,1,a,1.0,10.99,0.0,1,gc,1,0,2017,0.0,11.0,159.18,c,814,17102,7675217
2492,0,gb,1.0,2.99,0.0,0,hc,1,1,2017,0.0,18.0,159.18,c,857,13621,2699499
2493,0,ps,1.0,10.99,0.0,0,hc,1,1,2017,0.25,13.0,159.18,c,535,12401,2032863
2494,0,d,1.0,10.99,0.0,0,other,1,1,2017,8.0,13.0,159.18,c,761,13148,5003769
2495,0,f,1.0,10.99,0.0,1,hc,1,0,2017,1.0,20.5,159.18,c,547,11589,8414240
2496,0,s,1.0,10.99,0.0,0,gc,1,1,2017,0.0,14.0,159.18,c,822,18707,6663394
2497,0,ps,1.0,10.99,0.0,0,hc,1,1,2017,25.75,17.0,159.18,c,162,11589,8414240
2498,0,d,1.0,10.99,0.0,1,gc,1,1,2017,0.0,24.0,159.18,c,714,14638,2399548
2499,0,e,1.0,20.99,0.0,1,he,0,1,2017,0.25,20.5,159.18,c,540,11589,8414240
2500,1,a,1.0,10.99,0.0,1,hc,1,0,2017,0.0,21.0,159.18,c,419,14638,2399548
2501,0,a,1.0,10.99,0.0,1,gc,1,0,2017,0.0,10.0,159.18,c,226,17102,7675217
2502,1,a,1.0,10.99,0.0,1,gc,1,0,2017,0.0,17.0,159.18,c,473,17102,7675217
2505,0,f,1.0,10.99,0.0,0,gc,1,0,2017,0.25,21.5,159.18,c,168,17102,7675217
2506,0,s,1.0,10.99,0.0,0,hc,1,0,2017,0.0,17.0,159.18,c,696,13148,5003769
2507,0,e,1.0,10.99,0.0,1,hc,1,1,2017,0.0,21.0,159.18,c,126,11589,8414240
2508,0,s,1.0,10.99,0.0,1,he,1,1,2017,0.0,15.5,159.18,c,142,14638,2399548
2509,0,d,1.0,10.99,0.0,0,hc,1,0,2017,0.0,20.0,159.18,c,290,11589,8414240
2510,0,a,1.0,10.99,0.0,1,gc,1,0,2017,0.0,15.5,159.18,c,280,18707,6663394
2511,0,a,1.0,10.99,0.0,1,gc,1,1,2017,5.25,19.0,159.18,c,58,18707,6663394
2512,1,ps,1.0,10.99,0.0,1,hc,1,1,2017,0.0,24.0,159.18,c,190,19195,2207776
2513,0,f,1.0,10.99,0.0,1,gc,1,0,2017,0.0,14.0,159.18,c,707,18707,6663394
2514,0,a,1.0,10.99,0.0,1,other,1,1,2017,0.0,16.5,159.18,c,422,13621,2699499
2515,0,e,1.0,10.99,0.0,1,gc,1,1,2017,28.5,15.0,159.18,c,949,11589,8414240
2516,0,f,1.0,10.99,0.0,1,hc,1,1,2017,4.0,19.0,159.18,c,700,13148,5003769
2517,0,a,1.0,10.99,0.0,1,gc,1,0,2017,0.0,34.0,159.18,c,379,17102,7675217
2518,0,gb,1.0,2.99,0.0,0,hc,1,1,2017,0.0,16.0,159.18,c,754,18707,6663394
2519,0,d,1.0,10.99,0.0,1,gc,1,0,2017,0.0,30.5,159.18,c,856,18707,6663394
2520,1,a,1.0,10.99,0.0,0,hc,1,0,2017,0.0,21.0,159.18,c,926,18707,6663394
2521,0,a,1.0,10.99,0.0,1,hc,1,1,2017,0.0,15.0,159.18,c,324,15882,1319291
2522,1,a,0.0,10.99,0.0,1,gc,1,0,2017,0.0,12.0,159.18,c,333,13148,5003769
2523,0,d,1.0,10.99,0.0,0,gc,1,0,2017,0.0,23.5,159.18,c,2,17948,654214
2524,1,a,1.0,10.99,0.0,1,gc,1,0,2017,0.0,21.0,159.18,c,690,17102,7675217
2526,1,a,1.0,10.99,0.0,0,hc,1,0,2017,0.0,25.5,159.18,c,395,19195,2207776
2527,0,a,1.0,10.99,0.0,1,gc,1,1,2017,0.0,11.5,159.18,c,278,14903,1022800
2528,0,a,1.0,10.99,0.0,1,gc,1,0,2017,0.0,22.0,159.18,c,450,11310,1067710
2529,0,a,1.0,10.99,0.0,0,gc,1,0,2017,0.0,13.5,159.18,c,744,15882,1319291
2530,0,ps,1.0,10.99,0.0,1,gc,1,1,2017,0.0,16.0,159.18,c,332,18707,6663394
2531,1,d,1.0,10.99,0.0,1,gc,1,1,2017,0.0,16.5,159.18,c,362,11589,8414240
2532,0,e,1.0,10.99,0.0,1,gc,1,0,2017,0.0,18.5,159.18,c,918,18707,6663394
2533,1,e,1.0,10.99,0.0,1,gc,1,1,2017,0.0,27.5,159.18,c,594,11589,8414240
2534,0,e,1.0,10.99,0.0,1,gc,1,1,2017,0.0,28.5,159.18,c,73,17948,654214
2535,1,e,1.0,10.99,0.0,1,hc,1,1,2017,0.0,28.0,159.18,c,501,11589,8414240
2536,0,e,1.0,10.99,0.0,1,other,1,1,2017,12.0,13.0,159.18,c,818,19195,2207776
2537,0,a,1.0,10.99,0.0,0,gc,1,0,2017,2.0,16.0,159.18,c,757,14638,2399548
2538,0,d,1.0,10.99,0.0,1,hc,1,1,2017,0.0,18.0,159.18,c,583,13621,2699499
2539,1,f,1.0,10.99,0.0,1,hc,1,1,2017,0.0,13.0,159.18,c,55,13148,5003769
2540,0,e,1.0,10.99,0.0,0,hc,1,1,2017,0.0,12.0,159.18,c,595,13148,5003769
2541,0,e,1.0,10.99,0.0,0,other,1,1,2017,1.5,25.5,159.18,c,453,18707,6663394
2542,0,e,1.0,10.99,0.0,1,hc,1,1,2017,20.0,16.5,159.18,c,56,18707,6663394
2544,0,e,1.0,10.99,0.0,1,hc,1,1,2017,0.0,16.5,159.18,c,977,12401,2032863
2545,0,e,1.0,10.99,0.0,0,gc,1,1,2017,19.5,18.5,159.18,c,687,14638,2399548
2546,1,d,1.0,10.99,0.0,0,gc,1,1,2017,15.75,16.5,159.18,c,649,17102,7675217
2547,0,e,1.0,10.99,0.0,1,hc,1,1,2017,0.25,14.0,159.18,c,424,11818,1493898
2548,0,a,1.0,10.99,0.0,1,other,1,1,2017,0.0,23.5,159.18,c,664,17102,7675217
2549,0,a,1.0,10.99,0.0,0,gc,1,0,2017,0.0,14.5,159.18,c,654,11589,8414240
2550,0,e,1.0,10.99,0.0,1,hc,1,1,2017,0.0,15.5,159.18,c,684,11589,8414240
2551,0,e,1.0,10.99,0.0,0,ye,1,1,2017,0.0,23.5,159.18,c,426,18707,6663394
2552,1,a,1.0,10.99,0.0,1,gc,1,0,2017,0.0,14.0,159.18,c,558,11589,8414240
2553,0,e,1.0,10.99,0.0,1,hc,1,1,2017,7.75,23.0,159.18,c,716,11589,8414240
2554,0,d,1.0,10.99,0.0,1,hc,1,1,2017,0.0,20.0,159.18,c,588,17102,7675217
2555,0,e,1.0,10.99,0.0,1,gc,1,1,2017,0.0,21.5,159.18,c,701,17102,7675217
2556,1,gb,1.0,2.99,0.0,0,gc,1,1,2017,0.0,18.0,159.18,c,309,11589,8414240
2557,0,f,0.0,10.99,0.0,0,yc,1,0,2017,0.0,18.0,159.18,c,683,12401,2032863
2558,1,a,1.0,10.99,0.0,0,gc,1,1,2017,0.0,15.5,159.18,c,453,14638,2399548
2559,0,a,1.0,10.99,0.0,1,gc,1,1,2017,0.0,13.0,159.18,c,848,13148,5003769
2560,1,a,1.0,10.99,0.0,1,gc,1,1,2017,0.0,15.5,159.18,c,823,11589,8414240
2563,0,e,0.0,10.99,0.0,0,hc,1,1,2017,0.0,23.0,159.18,c,128,19195,2207776
2564,1,f,1.0,10.99,0.0,0,other,1,1,2017,0.25,16.0,159.18,c,268,11310,1067710
2565,1,a,1.0,10.99,0.0,1,other,1,0,2017,0.0,22.0,159.18,c,535,11310,1067710
2566,1,e,1.0,10.99,0.0,0,gc,1,1,2017,0.0,17.5,159.18,c,350,14638,2399548
2567,0,de,1.0,10.99,0.0,0,gc,1,1,2017,0.0,14.5,159.18,c,590,11589,8414240
2568,0,ps,1.0,10.99,0.0,0,gc,1,1,2017,0.0,10.0,159.18,c,656,18707,6663394
2569,0,e,1.0,10.99,0.0,0,gc,1,1,2017,0.0,24.0,159.18,c,14,13148,5003769
2570,0,de,1.0,10.99,0.0,1,hc,1,1,2017,0.0,15.0,159.18,c,510,17102,7675217
2571,0,gb,1.0,2.99,0.0,1,gc,1,0,2017,0.25,26.5,159.18,c,627,17102,7675217
2572,0,s,0.0,10.99,0.0,0,gc,1,1,2017,0.0,12.5,159.18,c,894,19195,2207776
2573,0,s,1.0,10.99,0.0,1,gc,1,1,2017,0.0,12.0,159.18,c,264,17102,7675217
2574,0,a,1.0,10.99,0.0,0,gc,1,1,2017,0.0,22.5,159.18,c,92,12401,2032863
2575,1,e,1.0,20.99,0.0,1,hc,0,1,2017,0.25,18.5,159.18,c,892,17102,7675217
2576,0,ps,1.0,10.99,0.0,1,hc,1,1,2017,0.25,17.0,159.18,c,489,15882,1319291
2577,0,s,1.0,10.99,0.0,0,hc,1,1,2017,0.0,19.5,159.18,c,283,17948,654214
2578,0,ps,1.0,10.99,0.0,1,hc,1,1,2017,0.0,13.0,159.18,c,765,11310,1067710
2579,0,e,1.0,10.99,0.0,1,gc,1,0,2017,0.0,13.5,159.18,c,659,18707,6663394
2580,1,e,1.0,10.99,0.0,0,hc,1,1,2017,0.0,13.0,159.18,c,716,17102,7675217
2581,0,f,1.0,10.99,0.0,0,gc,1,1,2017,0.0,18.0,159.18,c,407,14638,2399548
2582,0,a,1.0,10.99,0.0,0,hc,1,1,2017,0.0,13.0,159.18,c,203,11589,8414240
2583,0,s,1.0,10.99,0.0,0,gc,1,0,2017,0.25,15.0,159.18,c,294,14638,2399548
2584,1,a,1.0,10.99,0.0,1,hc,1,0,2017,0.0,12.5,159.18,c,948,11589,8414240
2585,1,f,1.0,10.99,0.0,0,he,1,0,2017,0.0,18.5,159.18,c,519,15251,316798
2586,0,s,1.0,10.99,0.0,0,ye,1,1,2017,0.0,23.5,159.18,c,640,18707,6663394
2587,0,d,1.0,10.99,0.0,1,ye,1,0,2017,0.0,18.0,159.18,c,214,17102,7675217
2588,0,f,1.0,10.99,0.0,1,gc,1,1,2017,4.25,13.5,159.18,c,685,11589,8414240
2589,0,a,1.0,10.99,0.0,1,gc,1,1,2017,9.25,9.5,159.18,c,471,19195,2207776
2590,1,f,1.0,10.99,0.0,1,other,1,0,2017,0.0,17.5,159.18,c,266,11589,8414240
2591,1,a,0.0,10.99,0.0,0,gc,1,0,2017,0.5,19.5,159.18,c,800,18707,6663394
2592,0,d,1.0,20.99,0.0,0,hc,0,1,2017,0.0,21.5,159.18,c,325,13148,5003769
2593,0,e,1.0,10.99,0.0,1,ye,1,1,2017,5.25,25.0,159.18,c,341,18707,6663394
2594,0,a,1.0,10.99,0.0,0,gc,1,0,2017,0.0,14.5,159.18,c,627,13148,5003769
2595,0,ps,1.0,10.99,0.0,1,hc,1,1,2017,0.0,33.5,159.18,c,147,19195,2207776
2596,0,f,0.0,10.99,0.0,0,oe,1,1,2017,0.0,23.5,159.18,c,664,18707,6663394
2597,0,e,1.0,10.99,0.0,0,ic,1,1,2017,0.0,15.0,159.18,c,832,11818,1493898
2598,0,f,1.0,10.99,0.0,0,hc,1,0,2017,0.0,14.5,159.18,c,65,17102,7675217
2599,1,a,1.0,10.99,0.0,1,gc,1,0,2017,0.5,9.5,159.18,c,631,11589,8414240
2600,0,de,1.0,10.99,0.0,1,gc,1,1,2017,0.0,12.0,159.18,c,842,13621,2699499
2601,0,ps,1.0,10.99,0.0,1,oe,1,1,2017,51.0,13.5,159.18,c,144,11589,8414240
2602,1,a,1.0,10.99,0.0,1,ye,1,0,2017,0.0,22.0,159.18,c,806,17102,7675217
2603,0,f,1.0,10.99,0.0,0,hc,1,0,2017,0.75,13.5,159.18,c,764,13148,5003769
2604,0,f,1.0,10.99,0.0,1,gc,1,0,2017,0.0,34.0,159.18,c,731,14638,2399548
2605,0,de,1.0,10.99,1.0,0,he,1,1,2017,0.0,24.5,159.18,c,528,13148,5003769
2606,0,s,1.0,10.99,0.0,1,gc,1,1,2017,0.0,14.5,159.18,c,108,14638,2399548
2607,0,s,1.0,10.99,0.0,0,hc,1,1,2017,0.0,22.0,159.18,c,569,15882,1319291
2608,0,ps,1.0,10.99,0.0,1,gc,1,1,2017,0.0,22.5,159.18,c,800,11589,8414240
2609,1,d,0.0,10.99,0.0,0,hc,1,0,2017,0.0,22.0,159.18,c,543,11589,8414240
2610,0,ps,1.0,10.99,0.0,1,hc,1,1,2017,0.0,19.0,159.18,c,980,19195,2207776
2611,0,a,1.0,10.99,0.0,1,gc,1,1,2017,0.0,24.5,159.18,c,728,18707,6663394
2612,0,ps,1.0,10.99,0.0,1,hc,1,0,2017,0.0,14.5,159.18,c,464,13148,5003769
2613,1,d,1.0,20.99,0.0,0,hc,0,0,2017,0.0,20.0,159.18,c,562,13148,5003769
2614,0,s,1.0,10.99,0.0,0,hc,1,0,2017,0.0,16.0,159.18,c,537,18707,6663394
2615,0,e,1.0,10.99,0.0,1,gc,1,0,2017,0.25,26.5,159.18,c,737,11589,8414240
2616,0,a,1.0,10.99,0.0,0,gc,1,0,2017,0.0,33.5,159.18,c,384,13148,5003769
2617,0,a,1.0,10.99,0.0,0,hc,1,0,2017,0.0,15.0,159.18,c,989,19195,2207776
2618,0,ps,1.0,10.99,0.0,1,gc,1,1,2017,0.0,21.5,159.18,c,56,18707,6663394
2619,1,e,1.0,10.99,0.0,1,hc,1,1,2017,7.5,21.0,159.18,c,293,14638,2399548
2620,0,f,1.0,10.99,0.0,0,gc,1,1,2017,6.0,12.5,159.18,c,641,12401,2032863
2621,0,s,1.0,10.99,0.0,1,oe,1,1,2017,0.0,13.0,159.18,c,818,14903,1022800
2622,0,a,1.0,10.99,0.0,1,gc,1,0,2017,0.0,14.5,159.18,c,703,19195,2207776
2623,0,gb,1.0,2.99,0.0,0,gc,1,0,2017,0.0,9.5,159.18,c,364,17102,7675217
2624,0,s,1.0,10.99,0.0,0,hc,1,1,2017,0.0,14.5,159.18,c,629,19195,2207776
2625,0,d,1.0,10.99,0.0,1,other,1,1,2017,0.25,17.5,159.18,c,924,19195,2207776
2626,1,ps,1.0,10.99,0.0,0,other,1,1,2017,0.0,15.5,159.18,c,106,15251,316798
2627,0,a,1.0,10.99,0.0,1,hc,1,1,2017,0.0,25.5,159.18,c,486,17948,654214
2628,0,s,1.0,10.99,0.0,0,gc,1,1,2017,0.0,16.0,159.18,c,90,18707,6663394
2629,0,s,1.0,10.99,0.0,0,gc,1,1,2017,0.0,13.0,159.18,c,418,13148,5003769
2630,0,e,1.0,10.99,0.0,0,hc,1,1,2017,64.75,14.0,159.18,c,473,11589,8414240
